record_id,vendor_id,project_id,contract_id,metric_type,prediction_date,forecast_date,prediction_horizon,historical_period_months,predicted_score,confidence_level,risk_probability,risk_category,on_time_delivery_prob,quality_compliance_prob,cost_overrun_prob,model_name,model_accuracy,top_features,recommendation,actual_outcome,prediction_accuracy,data_quality_score,num_data_points,last_updated
PRED00288,VEN00177,,CONT01371,Vendor Performance,2026-01-07,2026-07-06,6 Months,3,63.57,81.99,0.3643,Low,0.8195,0.7018,0.0648,Logistic Regression,0.8511,"Market Conditions, Seasonal Factors, Contract Value, Payment History, Delivery Record",Standard monitoring,As Predicted,0.9552,0.8794,1041,2025-12-31 04:24:47
PRED00289,VEN01283,,,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,74.65,68.94,0.1221,Very Low,0.8606,0.7678,0.2845,Ensemble Model,0.8337,"Quality Score, Delivery Record, Market Conditions, Past Performance, Resource Availability",No action required,,,0.7549,507,2026-01-07 04:24:47
PRED00290,VEN00729,PROJ00043,,Compliance Risk,2026-01-07,2026-07-06,6 Months,6,90.51,82.47,0.5972,Medium,0.7339,0.842,0.3233,XGBoost,0.7483,"Delivery Record, Technology Used, Quality Score, Market Conditions, Past Performance",Stakeholder communication,,,0.888,158,2026-01-07 04:24:47
PRED00291,VEN00213,PROJ01338,CONT00262,Schedule Forecast,2026-01-07,2027-01-07,12 Months,6,91.77,73.37,0.0305,Very Low,0.939,0.8176,0.4925,Neural Network,0.8926,"Team Experience, Past Performance, Technology Used, Vendor Rating, Delivery Record",Continue as planned,,,0.7592,3723,2026-01-05 04:24:47
PRED00292,VEN00632,PROJ01600,CONT01273,Delivery Prediction,2026-01-07,2027-01-07,12 Months,24,87.7,86.43,0.3663,Low,0.7453,0.7783,0.1698,Random Forest Classifier,0.9277,"Market Conditions, Project Complexity, Delivery Record, Resource Availability, Vendor Rating",No action required,,,0.7568,824,2026-01-07 04:24:47
PRED00293,VEN00076,PROJ01699,CONT00547,Compliance Risk,2026-01-07,2026-07-06,6 Months,3,71.21,86.04,0.5447,Medium,0.6404,0.8398,0.138,Random Forest Classifier,0.7895,"Seasonal Factors, Resource Availability, Delivery Record, Team Experience, Project Complexity",Preventive action,Better than Expected,0.979,0.9282,1583,2025-12-31 04:24:47
PRED00294,VEN00775,PROJ00921,CONT00732,Delivery Prediction,2026-01-07,2026-04-07,3 Months,12,71.37,80.26,0.5704,Medium,0.863,0.7508,0.3481,Logistic Regression,0.8877,"Payment History, Market Conditions, Resource Availability, Team Experience, Vendor Rating",Review mitigation plan,,,0.9738,3924,2026-01-06 04:24:47
PRED00295,VEN00460,,,Delivery Prediction,2026-01-07,2026-07-06,6 Months,12,67.02,73.83,0.5243,Medium,0.6716,0.7745,0.2686,Gradient Boosting,0.8487,"Team Experience, Technology Used, Market Conditions, Payment History, Seasonal Factors",Review mitigation plan,,,0.9382,2600,2026-01-02 04:24:47
PRED00296,VEN00073,PROJ01527,CONT01568,Schedule Forecast,2026-01-07,2027-01-07,12 Months,3,74.42,86.37,0.0947,Very Low,0.8105,0.8252,0.4411,XGBoost,0.743,"Quality Score, Team Experience, Contract Value, Project Complexity, Resource Availability",Standard monitoring,,,0.8301,4669,2026-01-03 04:24:47
PRED00297,VEN00335,,CONT00212,Schedule Forecast,2026-01-07,2026-04-07,3 Months,6,90.01,81.09,0.037,Very Low,0.926,0.8159,0.4389,Logistic Regression,0.8781,"Contract Value, Market Conditions, Past Performance, Technology Used, Quality Score",Standard monitoring,,,0.856,1636,2026-01-01 04:24:47
PRED00298,VEN00106,PROJ01118,CONT00006,Delivery Prediction,2026-01-07,2026-04-07,3 Months,24,54.17,73.68,0.4422,Medium,0.772,0.726,0.1736,XGBoost,0.7652,"Team Experience, Payment History, Resource Availability, Quality Score, Project Complexity",Review mitigation plan,,,0.8953,792,2025-12-31 04:24:47
PRED00299,VEN01649,PROJ00629,CONT00648,Vendor Performance,2026-01-07,2026-07-06,6 Months,6,44.47,83.55,0.5553,Medium,0.8221,0.7036,0.0736,LSTM,0.8183,"Seasonal Factors, Past Performance, Team Experience, Delivery Record, Project Complexity",Regular monitoring,,,0.8466,3085,2026-01-02 04:24:47
PRED00300,VEN01428,PROJ00613,,Quality Prediction,2026-01-07,2026-07-06,6 Months,36,65.43,84.78,0.5712,Medium,0.727,0.7399,0.2892,Ensemble Model,0.7407,"Vendor Rating, Quality Score, Market Conditions, Contract Value, Project Complexity",Regular monitoring,,,0.8056,1767,2026-01-06 04:24:47
PRED00301,VEN01601,PROJ01413,,Quality Prediction,2026-01-07,2026-02-06,1 Month,6,80.94,84.83,0.5945,Medium,0.6983,0.8507,0.1547,Ensemble Model,0.8014,"Market Conditions, Past Performance, Vendor Rating, Payment History, Delivery Record",Stakeholder communication,As Predicted,0.9692,0.9261,1517,2025-12-31 04:24:47
PRED00302,VEN00553,PROJ00682,,Quality Prediction,2026-01-07,2026-04-07,3 Months,36,84.51,72.43,0.3479,Low,0.6164,0.7075,0.2519,LSTM,0.9186,"Past Performance, Vendor Rating, Market Conditions, Contract Value, Technology Used",Standard monitoring,,,0.8952,4019,2026-01-01 04:24:47
PRED00303,VEN00476,PROJ00561,,Quality Prediction,2026-01-07,2027-01-07,12 Months,3,57.62,89.99,0.5433,Medium,0.7126,0.9188,0.1709,Neural Network,0.8076,"Contract Value, Quality Score, Vendor Rating, Market Conditions, Resource Availability",Regular monitoring,Better than Expected,0.8696,0.8328,772,2026-01-03 04:24:47
PRED00304,VEN01389,PROJ01490,,Delivery Prediction,2026-01-07,2026-02-06,1 Month,24,55.49,72.36,0.2907,Low,0.7522,0.6622,0.3502,Ensemble Model,0.865,"Market Conditions, Delivery Record, Vendor Rating, Quality Score, Past Performance",No action required,As Predicted,0.9569,0.9781,2784,2026-01-03 04:24:47
PRED00305,VEN01342,PROJ01797,,Vendor Performance,2026-01-07,2026-07-06,6 Months,12,84.15,91.9,0.1585,Very Low,0.6159,0.7839,0.0769,Random Forest Classifier,0.9386,"Seasonal Factors, Past Performance, Team Experience, Payment History, Delivery Record",No action required,,,0.889,3927,2026-01-02 04:24:47
PRED00306,VEN01732,PROJ00403,,Compliance Risk,2026-01-07,2026-02-06,1 Month,12,67.59,85.48,0.5901,Medium,0.7994,0.7113,0.2154,Neural Network,0.8084,"Market Conditions, Delivery Record, Seasonal Factors, Technology Used, Contract Value",Preventive action,,,0.9531,4668,2025-12-31 04:24:47
PRED00307,VEN00609,PROJ00798,CONT00087,Vendor Performance,2026-01-07,2026-07-06,6 Months,12,66.86,93.77,0.3314,Low,0.889,0.9275,0.3676,Random Forest Classifier,0.8214,"Technology Used, Vendor Rating, Quality Score, Seasonal Factors, Past Performance",No action required,,,0.7523,2113,2025-12-31 04:24:47
PRED00308,VEN01812,PROJ00054,,Delivery Prediction,2026-01-07,2026-02-06,1 Month,12,67.32,86.45,0.2735,Low,0.697,0.8167,0.3064,LSTM,0.7286,"Quality Score, Delivery Record, Market Conditions, Technology Used, Resource Availability",No action required,As Predicted,0.8713,0.7889,1538,2026-01-07 04:24:47
PRED00309,VEN00517,,,Schedule Forecast,2026-01-07,2026-02-06,1 Month,36,89.32,70.67,0.0,Very Low,1.0791,0.766,0.3255,Ensemble Model,0.9061,"Technology Used, Project Complexity, Quality Score, Team Experience, Delivery Record",No action required,,,0.9045,794,2026-01-03 04:24:47
PRED00310,VEN01472,,,Budget Forecast,2026-01-07,2027-01-07,12 Months,3,89.35,77.46,0.0532,Very Low,0.6473,0.8028,0.0,Ensemble Model,0.9216,"Contract Value, Payment History, Past Performance, Vendor Rating, Team Experience",Standard monitoring,,,0.7835,4921,2026-01-05 04:24:47
PRED00311,VEN00350,,,Schedule Forecast,2026-01-07,2026-04-07,3 Months,3,79.2,71.74,0.0,Very Low,1.1541,0.6849,0.3106,XGBoost,0.7577,"Team Experience, Technology Used, Vendor Rating, Payment History, Project Complexity",Standard monitoring,,,0.8848,4050,2026-01-06 04:24:47
PRED00312,VEN01463,PROJ00688,,Budget Forecast,2026-01-07,2026-07-06,6 Months,24,88.16,91.0,0.0592,Very Low,0.8992,0.7459,0.0,Neural Network,0.9167,"Technology Used, Market Conditions, Payment History, Quality Score, Resource Availability",Standard monitoring,,,0.9569,4452,2025-12-31 04:24:47
PRED00313,VEN00939,PROJ00744,,Contract Risk,2026-01-07,2026-07-06,6 Months,3,45.85,70.01,0.5415,Medium,0.686,0.7792,0.2961,Gradient Boosting,0.8029,"Vendor Rating, Resource Availability, Project Complexity, Contract Value, Delivery Record",Review mitigation plan,,,0.9165,3502,2026-01-06 04:24:47
PRED00314,VEN01004,PROJ01873,CONT00880,Budget Forecast,2026-01-07,2026-04-07,3 Months,12,97.51,85.17,0.0124,Very Low,0.7636,0.8177,0.0124,Logistic Regression,0.9103,"Project Complexity, Market Conditions, Vendor Rating, Payment History, Technology Used",No action required,,,0.8143,1411,2026-01-05 04:24:47
PRED00315,VEN00340,,,Schedule Forecast,2026-01-07,2026-04-07,3 Months,36,41.42,71.49,0.217,Low,0.5661,0.785,0.4711,Gradient Boosting,0.8788,"Project Complexity, Delivery Record, Seasonal Factors, Past Performance, Quality Score",Continue as planned,,,0.7563,4808,2026-01-03 04:24:47
PRED00316,VEN01883,PROJ01744,,Contract Risk,2026-01-07,2026-07-06,6 Months,12,84.05,76.23,0.1595,Very Low,0.8698,0.6557,0.5937,Neural Network,0.8984,"Quality Score, Resource Availability, Past Performance, Market Conditions, Project Complexity",No action required,Slightly Worse,0.761,0.758,3449,2026-01-05 04:24:47
PRED00317,VEN01422,PROJ01417,,Compliance Risk,2026-01-07,2026-07-06,6 Months,3,64.8,72.33,0.271,Low,0.8457,0.8537,0.4238,Gradient Boosting,0.7656,"Market Conditions, Resource Availability, Technology Used, Delivery Record, Contract Value",No action required,Slightly Worse,0.6054,0.8057,314,2026-01-03 04:24:47
PRED00318,VEN00697,PROJ00741,CONT00122,Budget Forecast,2026-01-07,2026-07-06,6 Months,24,89.04,78.09,0.0548,Very Low,0.8094,0.7478,0.0,Random Forest Classifier,0.8261,"Market Conditions, Quality Score, Contract Value, Technology Used, Team Experience",No action required,Slightly Worse,0.8065,0.8406,3788,2026-01-03 04:24:47
PRED00319,VEN00956,PROJ01543,CONT01522,Contract Risk,2026-01-07,2026-07-06,6 Months,36,70.03,77.33,0.2997,Low,0.7585,0.8608,0.1207,LSTM,0.8896,"Seasonal Factors, Vendor Rating, Team Experience, Resource Availability, Past Performance",No action required,,,0.9383,3072,2026-01-03 04:24:47
PRED00320,VEN01828,PROJ01631,,Vendor Performance,2026-01-07,2026-07-06,6 Months,12,80.64,70.34,0.1936,Very Low,0.7061,0.6737,0.198,Logistic Regression,0.8181,"Team Experience, Market Conditions, Past Performance, Payment History, Seasonal Factors",No action required,,,0.8425,4013,2026-01-07 04:24:47
PRED00321,VEN00509,,CONT00350,Quality Prediction,2026-01-07,2026-07-06,6 Months,6,91.09,71.43,0.3151,Low,0.6812,0.8534,0.1632,Logistic Regression,0.8595,"Payment History, Project Complexity, Technology Used, Past Performance, Team Experience",Standard monitoring,,,0.7844,2233,2026-01-04 04:24:47
PRED00322,VEN01628,,CONT00687,Payment Prediction,2026-01-07,2026-04-07,3 Months,3,76.0,87.65,0.2826,Low,0.818,0.9155,0.3566,Gradient Boosting,0.756,"Delivery Record, Vendor Rating, Quality Score, Payment History, Resource Availability",Standard monitoring,,,0.8566,3612,2025-12-31 04:24:47
PRED00323,VEN01333,PROJ00781,,Budget Forecast,2026-01-07,2027-01-07,12 Months,6,82.59,91.71,0.087,Very Low,0.8211,0.8151,0.0,Random Forest Classifier,0.8816,"Technology Used, Contract Value, Past Performance, Team Experience, Vendor Rating",Standard monitoring,Better than Expected,0.9181,0.7521,3259,2026-01-03 04:24:47
PRED00324,VEN01931,,,Compliance Risk,2026-01-07,2026-07-06,6 Months,36,77.42,68.56,0.2281,Low,0.6209,0.6653,0.4385,LSTM,0.7336,"Vendor Rating, Project Complexity, Contract Value, Payment History, Technology Used",Continue as planned,,,0.8882,183,2026-01-01 04:24:47
PRED00325,VEN00593,,,Budget Forecast,2026-01-07,2026-02-06,1 Month,3,87.91,86.41,0.0604,Very Low,0.6823,0.9419,0.0604,Random Forest Classifier,0.7264,"Delivery Record, Technology Used, Past Performance, Project Complexity, Contract Value",Standard monitoring,Slightly Worse,0.7139,0.8228,3220,2026-01-01 04:24:47
PRED00326,VEN00032,PROJ00912,CONT00733,Contract Risk,2026-01-07,2026-07-06,6 Months,3,68.81,74.56,0.3119,Low,0.8749,0.6996,0.1105,Neural Network,0.7465,"Technology Used, Vendor Rating, Resource Availability, Seasonal Factors, Past Performance",No action required,,,0.8288,1936,2026-01-01 04:24:47
PRED00327,VEN00236,,CONT00241,Contract Risk,2026-01-07,2027-01-07,12 Months,6,20.8,79.42,0.792,Critical,0.5385,0.6623,0.2849,Gradient Boosting,0.7779,"Past Performance, Quality Score, Contract Value, Team Experience, Delivery Record",Increase monitoring,,,0.9694,4137,2026-01-05 04:24:47
PRED00328,VEN01940,PROJ00442,,Vendor Performance,2026-01-07,2027-01-07,12 Months,6,67.46,67.23,0.3254,Low,0.651,0.7948,0.1627,Random Forest Classifier,0.8401,"Payment History, Delivery Record, Vendor Rating, Technology Used, Past Performance",No action required,,,0.9154,332,2026-01-01 04:24:47
PRED00329,VEN01381,PROJ00651,CONT00472,Schedule Forecast,2026-01-07,2027-01-07,12 Months,3,88.65,70.27,0.0,Very Low,1.0841,0.9013,0.3942,XGBoost,0.8465,"Contract Value, Seasonal Factors, Technology Used, Payment History, Past Performance",Continue as planned,Slightly Worse,0.7708,0.7763,3750,2026-01-06 04:24:47
PRED00330,VEN01621,PROJ01356,CONT01623,Budget Forecast,2026-01-07,2027-01-07,12 Months,12,68.69,80.7,0.1565,Very Low,0.7773,0.926,0.1565,XGBoost,0.753,"Delivery Record, Payment History, Project Complexity, Team Experience, Technology Used",Continue as planned,,,0.8481,1473,2025-12-31 04:24:47
PRED00331,VEN00498,PROJ01454,CONT01220,Payment Prediction,2026-01-07,2027-01-07,12 Months,12,73.05,87.33,0.1188,Very Low,0.621,0.8645,0.2892,LSTM,0.7498,"Resource Availability, Vendor Rating, Payment History, Project Complexity, Past Performance",No action required,,,0.8583,4282,2026-01-04 04:24:47
PRED00332,VEN01359,PROJ00940,CONT00024,Compliance Risk,2026-01-07,2026-02-06,1 Month,36,79.03,70.96,0.5803,Medium,0.751,0.8719,0.3142,Random Forest Classifier,0.8775,"Project Complexity, Technology Used, Contract Value, Delivery Record, Resource Availability",Preventive action,,,0.7915,2089,2026-01-01 04:24:47
PRED00333,VEN00790,,CONT01317,Budget Forecast,2026-01-07,2026-02-06,1 Month,3,88.76,91.57,0.0562,Very Low,0.6453,0.9029,0.0562,Neural Network,0.8814,"Team Experience, Vendor Rating, Quality Score, Seasonal Factors, Past Performance",No action required,,,0.9486,4854,2026-01-01 04:24:47
PRED00334,VEN01590,,,Vendor Performance,2026-01-07,2026-07-06,6 Months,3,77.04,83.74,0.2296,Low,0.8598,0.7096,0.2793,Logistic Regression,0.806,"Resource Availability, Project Complexity, Quality Score, Past Performance, Seasonal Factors",Continue as planned,As Predicted,0.8784,0.8841,2888,2026-01-07 04:24:47
PRED00335,VEN00802,PROJ00829,CONT01011,Payment Prediction,2026-01-07,2026-02-06,1 Month,12,64.88,79.57,0.1133,Very Low,0.6111,0.8828,0.098,XGBoost,0.7317,"Project Complexity, Past Performance, Quality Score, Vendor Rating, Delivery Record",Continue as planned,,,0.8858,4187,2026-01-07 04:24:47
PRED00336,VEN00720,PROJ01973,CONT00883,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,74.57,84.47,0.4874,Medium,0.8533,0.7231,0.2346,Logistic Regression,0.7306,"Past Performance, Vendor Rating, Seasonal Factors, Technology Used, Resource Availability",Review mitigation plan,,,0.7771,4184,2026-01-06 04:24:47
PRED00337,VEN01520,PROJ00636,CONT01099,Schedule Forecast,2026-01-07,2027-01-07,12 Months,24,63.79,80.98,0.1341,Very Low,0.7318,0.714,0.435,Random Forest Classifier,0.819,"Payment History, Seasonal Factors, Contract Value, Team Experience, Resource Availability",Standard monitoring,,,0.8354,382,2026-01-03 04:24:47
PRED00338,VEN00386,PROJ00695,CONT00408,Contract Risk,2026-01-07,2026-07-06,6 Months,24,61.65,88.79,0.3835,Low,0.8439,0.8679,0.4104,Random Forest Classifier,0.8776,"Project Complexity, Market Conditions, Quality Score, Past Performance, Technology Used",No action required,,,0.8476,2434,2026-01-01 04:24:47
PRED00339,VEN00906,PROJ01808,CONT01949,Delivery Prediction,2026-01-07,2026-04-07,3 Months,12,89.58,87.55,0.2242,Low,0.7984,0.9247,0.2627,Gradient Boosting,0.8517,"Vendor Rating, Resource Availability, Past Performance, Market Conditions, Contract Value",Continue as planned,,,0.8755,261,2026-01-04 04:24:47
PRED00340,VEN01009,PROJ01754,,Vendor Performance,2026-01-07,2026-04-07,3 Months,6,84.12,65.17,0.1588,Very Low,0.6533,0.729,0.3673,Ensemble Model,0.8891,"Past Performance, Seasonal Factors, Team Experience, Technology Used, Resource Availability",Standard monitoring,,,0.8697,2946,2026-01-06 04:24:47
PRED00341,VEN01816,PROJ00173,CONT01022,Payment Prediction,2026-01-07,2026-07-06,6 Months,12,61.17,81.18,0.2403,Low,0.8352,0.7309,0.3284,Logistic Regression,0.8779,"Quality Score, Team Experience, Vendor Rating, Seasonal Factors, Market Conditions",Standard monitoring,,,0.9528,1133,2026-01-01 04:24:47
PRED00342,VEN00215,,,Vendor Performance,2026-01-07,2026-04-07,3 Months,24,41.06,90.48,0.5894,Medium,0.7831,0.7498,0.3283,Neural Network,0.8786,"Seasonal Factors, Vendor Rating, Contract Value, Market Conditions, Delivery Record",Review mitigation plan,,,0.9359,2099,2026-01-04 04:24:47
PRED00343,VEN01741,,CONT00563,Delivery Prediction,2026-01-07,2026-04-07,3 Months,36,90.46,79.71,0.1881,Very Low,0.7623,0.8058,0.2319,Ensemble Model,0.8606,"Payment History, Technology Used, Project Complexity, Seasonal Factors, Resource Availability",Continue as planned,,,0.8981,353,2026-01-07 04:24:47
PRED00344,VEN01049,PROJ00696,,Compliance Risk,2026-01-07,2026-07-06,6 Months,24,66.48,72.75,0.3643,Low,0.6653,0.7214,0.3429,Random Forest Classifier,0.7229,"Payment History, Seasonal Factors, Vendor Rating, Resource Availability, Delivery Record",Continue as planned,Better than Expected,0.9019,0.9686,692,2026-01-02 04:24:47
PRED00345,VEN00143,PROJ01839,CONT00229,Payment Prediction,2026-01-07,2027-01-07,12 Months,24,80.88,86.05,0.5657,Medium,0.7227,0.6748,0.2199,Logistic Regression,0.9122,"Market Conditions, Seasonal Factors, Resource Availability, Technology Used, Vendor Rating",Stakeholder communication,,,0.835,3503,2026-01-02 04:24:47
PRED00346,VEN01132,,CONT01141,Delivery Prediction,2026-01-07,2026-07-06,6 Months,3,76.37,74.61,0.2473,Low,0.701,0.843,0.4061,XGBoost,0.8079,"Market Conditions, Project Complexity, Payment History, Quality Score, Technology Used",No action required,Slightly Worse,0.63,0.8092,4400,2026-01-01 04:24:47
PRED00347,VEN00090,,CONT01626,Delivery Prediction,2026-01-07,2026-04-07,3 Months,6,78.87,83.61,0.2115,Low,0.623,0.8356,0.1545,Logistic Regression,0.7237,"Seasonal Factors, Contract Value, Technology Used, Past Performance, Payment History",No action required,,,0.8641,3530,2026-01-07 04:24:47
PRED00348,VEN00156,PROJ01056,CONT01306,Schedule Forecast,2026-01-07,2026-04-07,3 Months,12,31.45,71.27,0.2539,Low,0.4922,0.8137,0.1596,LSTM,0.8837,"Delivery Record, Payment History, Contract Value, Market Conditions, Project Complexity",Continue as planned,Slightly Worse,0.7302,0.82,4075,2026-01-03 04:24:47
PRED00349,VEN00297,PROJ00049,CONT01874,Quality Prediction,2026-01-07,2026-04-07,3 Months,36,85.45,69.01,0.2,Very Low,0.7067,0.8385,0.3206,Ensemble Model,0.7322,"Market Conditions, Quality Score, Resource Availability, Seasonal Factors, Delivery Record",Standard monitoring,,,0.9288,1607,2026-01-02 04:24:47
PRED00350,VEN00992,PROJ01742,CONT01829,Payment Prediction,2026-01-07,2026-02-06,1 Month,6,66.48,77.95,0.2086,Low,0.7167,0.7254,0.4397,Logistic Regression,0.7818,"Delivery Record, Contract Value, Quality Score, Project Complexity, Vendor Rating",No action required,,,0.8456,577,2026-01-03 04:24:47
PRED00351,VEN01042,PROJ01628,CONT00321,Quality Prediction,2026-01-07,2026-04-07,3 Months,24,62.67,75.52,0.3218,Low,0.6486,0.7759,0.2138,Logistic Regression,0.8243,"Past Performance, Quality Score, Contract Value, Payment History, Team Experience",Continue as planned,,,0.904,754,2026-01-01 04:24:47
PRED00352,VEN00628,,CONT00126,Budget Forecast,2026-01-07,2026-07-06,6 Months,24,72.64,88.43,0.1368,Very Low,0.8715,0.8692,0.1368,XGBoost,0.8641,"Quality Score, Vendor Rating, Resource Availability, Market Conditions, Project Complexity",No action required,Slightly Worse,0.7185,0.8601,2740,2026-01-03 04:24:47
