invoice_id,vendor_id,vendor_name,contract_id,po_number,invoice_date,due_date,category,description,base_amount,gst_rate,gst_amount,total_amount,tds_rate,tds_amount,discount_amount,late_penalty,net_payable,amount_paid,invoice_status,payment_status,payment_method,payment_date,days_to_payment,days_overdue,approval_date,verified_by,rejection_reason,num_line_items,three_way_match,fraud_risk_score,fraud_flag,outstanding_amount
INV00328,VEN00991,Vendor 991,CONT01483,PO4812,2024-02-01,2024-04-01,Labor Charges,Labor charges for project work,1924198.51,28,538775.58,2462974.1,10,192419.85,0,0.0,2270554.25,1733687.79,Partially Paid,Partially Paid,Online Payment,2024-04-27,86.0,0,2024-02-04,,None,8,Mismatch,0.2968,No,536866.46
INV00329,VEN00243,Vendor 243,CONT00050,PO4478,2024-09-17,2024-10-17,Emergency Work,Professional services - Emergency Work,16993465.27,18,3058823.75,20052289.02,5,849673.26,0,2807320.46,22009936.22,0.0,Submitted,Overdue,,,,447,,,None,9,Matched,0.3021,No,22009936.22
INV00330,VEN00522,Vendor 522,CONT01619,PO8849,2025-10-29,2025-12-28,Retention Release,Professional services - Retention Release,1957657.28,0,0.0,1957657.28,0,0.0,0,0.0,1957657.28,921431.68,Partially Paid,Partially Paid,NEFT,2025-12-24,56.0,0,2025-11-04,,None,14,Partial Match,0.1595,No,1036225.6
INV00331,VEN01323,Vendor 1323,CONT00279,PO6169,2024-08-31,2024-10-15,Change Order Payment,Work completion for Change Order Payment,4393509.58,12,527221.15,4920730.73,5,219675.48,0,0.0,4701055.25,0.0,Cancelled,Rejected,,,,0,,,None,14,,0.111,No,4701055.25
INV00332,VEN00039,Vendor 39,CONT00427,PO2914,2024-05-25,2024-07-24,Overtime Charges,Progress billing - Month 7,16936742.0,0,0.0,16936742.0,1,169367.42,0,0.0,16767374.58,16767374.58,Paid,Paid,Letter of Credit,2024-07-17,53.0,0,2024-06-04,Contract Administrator,None,10,Partial Match,0.1411,No,0.0
INV00333,VEN00645,Vendor 645,CONT01454,PO2517,2025-12-05,2026-02-03,Labor Charges,Progress billing - Month 5,444671.93,12,53360.63,498032.56,5,22233.6,0,0.0,475798.96,475798.96,Paid,Paid,Online Payment,2026-02-20,77.0,0,2025-12-11,Finance Manager,None,2,Partial Match,0.1012,No,0.0
INV00334,VEN01637,Vendor 1637,CONT00989,PO9558,2024-08-12,2024-09-26,Advance Payment,Progress billing - Month 11,267562.37,28,74917.46,342479.84,2,5351.25,0,0.0,337128.59,125293.01,Partially Paid,Partially Paid,Online Payment,2024-09-27,46.0,0,2024-08-13,,None,4,Matched,0.0008,No,211835.58000000002
INV00335,VEN01910,Vendor 1910,CONT00091,PO6257,2024-02-03,2024-03-04,Material Supply,Material supply and installation,707628.97,28,198136.11,905765.08,2,14152.58,0,199268.32,1090880.81,0.0,Submitted,Overdue,,,,674,,,None,11,Matched,0.1746,No,1090880.81
INV00336,VEN00654,Vendor 654,CONT01583,PO6218,2024-10-12,2024-11-11,Retention Release,Services rendered - Retention Release,173136.6,0,0.0,173136.6,10,17313.66,0,24239.12,180062.06,0.0,Verified,Overdue,,,,422,,Site Engineer,None,4,Partial Match,0.255,No,180062.06
INV00337,VEN00581,Vendor 581,CONT01176,PO1826,2025-05-01,2025-06-15,Milestone Payment,Work completion for Milestone Payment,451509.4,28,126422.63,577932.03,5,22575.47,0,34675.92,590032.48,0.0,Submitted,Overdue,,,,206,,,None,8,Matched,0.1556,No,590032.48
INV00338,VEN00803,Vendor 803,CONT00367,PO8625,2024-01-16,2024-04-15,Maintenance Charges,Progress billing - Month 8,1995494.43,5,99774.72,2095269.15,10,199549.44,0,440006.52,2335726.23,0.0,Approved,Overdue,,,,632,2024-01-24,Finance Manager,None,2,Partial Match,0.1679,No,2335726.23
INV00339,VEN01764,Vendor 1764,CONT01835,PO8842,2024-04-15,2024-06-14,Material Supply,Services rendered - Material Supply,3648265.79,12,437791.9,4086057.69,2,72965.32,0,0.0,4013092.37,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,8,Partial Match,0.9953,Yes,4013092.37
INV00340,VEN01177,Vendor 1177,CONT00261,PO4992,2024-08-04,2024-09-03,Labor Charges,Labor charges for project work,16951366.6,12,2034163.99,18985530.59,10,1695136.66,0,3037684.89,20328078.83,0.0,Approved,Overdue,,,,491,2024-08-14,Contract Administrator,None,7,Mismatch,0.3933,No,20328078.83
INV00341,VEN00427,Vendor 427,CONT01667,PO8972,2024-01-27,2024-04-26,Overtime Charges,Services rendered - Overtime Charges,65376895.54,12,7845227.46,73222123.0,10,6537689.55,0,14644424.6,81328858.05,0.0,Under Review,Overdue,,,,621,,,None,12,Matched,0.2518,No,81328858.05
INV00342,VEN01137,Vendor 1137,CONT00200,PO2483,2024-10-08,2024-11-22,Retention Release,Labor charges for project work,25568610.79,0,0.0,25568610.79,10,2556861.08,0,0.0,23011749.71,0.0,Cancelled,Rejected,,,,0,,,None,11,,0.0435,No,23011749.71
INV00343,VEN00285,Vendor 285,CONT01818,PO6187,2024-05-22,2024-06-21,Overtime Charges,Labor charges for project work,117147.39,28,32801.27,149948.66,2,2342.95,0,0.0,147605.72,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.0599,No,147605.72
INV00344,VEN01627,Vendor 1627,CONT01871,PO5819,2024-02-11,2024-04-11,Labor Charges,Equipment rental charges,4618030.62,0,0.0,4618030.62,10,461803.06,0,969786.43,5126013.98,0.0,Submitted,Overdue,,,,636,,,None,14,Matched,0.2467,No,5126013.98
INV00345,VEN00109,Vendor 109,CONT00002,PO7251,2024-01-17,2024-03-17,Milestone Payment,Professional services - Milestone Payment,17985194.55,5,899259.73,18884454.28,5,899259.73,0,0.0,17985194.55,0.0,Cancelled,Rejected,,,,0,,,None,12,,0.087,No,17985194.55
INV00346,VEN00433,Vendor 433,CONT01357,,2025-07-13,2025-10-11,Final Payment,Progress billing - Month 11,223067.78,12,26768.13,249835.91,5,11153.39,0,0.0,238682.52,0.0,Rejected,Rejected,,,,0,,,Documentation Error,3,,0.1297,No,238682.52
INV00347,VEN00295,Vendor 295,CONT01478,PO8373,2024-08-26,2024-11-24,Final Payment,Progress billing - Month 10,339009.3,18,61021.67,400030.98,5,16950.47,0,0.0,383080.51,0.0,Cancelled,Rejected,,,,0,,,None,8,,0.0769,No,383080.51
INV00348,VEN00463,Vendor 463,CONT00381,PO8917,2024-10-29,2024-11-28,Maintenance Charges,Professional services - Maintenance Charges,3789110.21,28,1060950.86,4850061.07,2,75782.2,0,0.0,4774278.86,0.0,Cancelled,Rejected,,,,0,,,None,1,,0.141,No,4774278.86
INV00349,VEN00232,Vendor 232,CONT01189,PO2279,2024-08-31,2024-09-30,Final Payment,Services rendered - Final Payment,2868836.24,12,344260.35,3213096.59,5,143441.81,0,481964.49,3551619.27,0.0,Verified,Overdue,,,,464,,Contract Administrator,None,4,Mismatch,0.569,No,3551619.27
INV00350,VEN00109,Vendor 109,CONT01851,PO5981,2025-01-20,2025-02-19,Equipment Rental,Material supply and installation,4577247.87,28,1281629.4,5858877.27,2,91544.96,0,0.0,5767332.31,0.0,Cancelled,Rejected,,,,0,,,None,5,,0.1454,No,5767332.31
INV00351,VEN01155,Vendor 1155,CONT00534,PO5552,2025-11-05,2026-02-03,Maintenance Charges,Services rendered - Maintenance Charges,73228.95,12,8787.47,82016.42,10,7322.89,0,0.0,74693.53,0.0,Submitted,Approved,,,,0,,,None,3,Partial Match,0.0265,No,74693.53
INV00352,VEN00576,Vendor 576,CONT00564,PO8944,2025-04-18,2025-05-18,Emergency Work,Material supply and installation,128576.23,28,36001.34,164577.58,1,1285.76,0,0.0,163291.81,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,13,Matched,0.6323,No,163291.81
INV00353,VEN00703,Vendor 703,CONT00173,PO2900,2025-08-11,2025-09-25,Reimbursement,Professional services - Reimbursement,4971135.09,18,894804.32,5865939.4,1,49711.35,0,0.0,5816228.05,0.0,Disputed,Under Review,,,,0,,,Quality Issues,1,Matched,0.4133,No,5816228.05
INV00354,VEN00618,Vendor 618,CONT00976,PO6172,2024-07-10,2024-08-24,Labor Charges,Work completion for Labor Charges,2255317.19,12,270638.06,2525955.25,1,22553.17,0,404152.84,2907554.92,0.0,Verified,Overdue,,,,501,,Contract Administrator,None,5,Mismatch,0.6242,No,2907554.92
INV00355,VEN01306,Vendor 1306,CONT00725,PO4193,2024-10-21,2024-12-20,Material Supply,Material Supply - As per contract terms,411042.36,12,49325.08,460367.45,10,41104.24,0,0.0,419263.21,0.0,Cancelled,Rejected,,,,0,,,None,12,,0.104,No,419263.21
INV00356,VEN01388,Vendor 1388,CONT01414,PO4594,2025-07-06,2025-09-04,Professional Services,Services rendered - Professional Services,53814.27,0,0.0,53814.27,0,0.0,0,0.0,53814.27,0.0,Cancelled,Rejected,,,,0,,,None,11,,0.1451,No,53814.27
INV00357,VEN00516,Vendor 516,CONT00396,PO4027,2025-12-03,2026-01-02,Maintenance Charges,Services rendered - Maintenance Charges,472327.46,5,23616.37,495943.83,10,47232.75,0,0.0,448711.09,0.0,Approved,Overdue,,,,5,2025-12-13,Project Manager,None,2,Matched,0.1391,No,448711.09
INV00358,VEN00519,Vendor 519,CONT00604,PO5230,2024-09-15,2024-10-15,Change Order Payment,Work completion for Change Order Payment,4978613.18,18,896150.37,5874763.55,2,99572.26,0,0.0,5775191.29,5775191.29,Paid,Paid,Cheque,2024-10-25,40.0,0,2024-09-22,Accounts Head,None,7,Partial Match,0.0356,No,0.0
INV00359,VEN00143,Vendor 143,CONT01008,PO5243,2025-06-15,2025-09-13,Final Payment,Services rendered - Final Payment,987937.11,28,276622.39,1264559.5,5,49396.86,0,37936.78,1253099.43,0.0,Under Review,Overdue,,,,116,,,None,15,Matched,0.1176,No,1253099.43
INV00360,VEN01491,Vendor 1491,CONT00514,PO2148,2024-10-07,2024-11-06,Equipment Rental,Work completion for Equipment Rental,338150.87,0,0.0,338150.87,5,16907.54,0,0.0,321243.33,321243.33,Paid,Paid,Letter of Credit,2024-11-15,39.0,0,2024-10-15,Contract Administrator,None,9,Mismatch,0.3221,No,0.0
INV00361,VEN01412,Vendor 1412,CONT01676,PO6571,2024-08-31,2024-09-30,Maintenance Charges,Services rendered - Maintenance Charges,4962206.21,12,595464.75,5557670.96,2,99244.12,0,0.0,5458426.83,0.0,Cancelled,Rejected,,,,0,,,None,6,,0.0161,No,5458426.83
INV00362,VEN00942,Vendor 942,CONT01558,,2025-03-16,2025-04-30,Final Payment,Professional services - Final Payment,4853808.32,5,242690.42,5096498.74,2,97076.17,0,0.0,4999422.57,0.0,Cancelled,Rejected,,,,0,,,None,8,,0.1266,No,4999422.57
INV00363,VEN01506,Vendor 1506,CONT00389,PO8361,2025-08-16,2025-09-15,Advance Payment,Material supply and installation,498372.6,5,24918.63,523291.23,5,24918.63,0,0.0,498372.6,0.0,Cancelled,Rejected,,,,0,,,None,8,,0.1933,No,498372.6
INV00364,VEN00034,Vendor 34,CONT00076,PO2180,2025-01-24,2025-02-23,Material Supply,Progress billing - Month 8,5642218.0,0,0.0,5642218.0,1,56422.18,0,564221.8,6150017.62,0.0,Verified,Overdue,,,,318,,Site Engineer,None,12,Matched,0.2713,No,6150017.62
INV00365,VEN00040,Vendor 40,CONT00966,PO2742,2024-04-13,2024-05-13,Advance Payment,Progress billing - Month 10,1087419.8,5,54370.99,1141790.79,0,0.0,0,0.0,1141790.79,1141790.79,Paid,Paid,UPI,2024-05-15,32.0,0,2024-04-23,Finance Manager,None,14,Matched,0.0994,No,0.0
INV00366,VEN01637,Vendor 1637,CONT01261,PO6496,2025-05-26,2025-06-25,Overtime Charges,Progress billing - Month 11,201804.4,18,36324.79,238129.19,2,4036.09,0,14287.75,248380.86,0.0,Approved,Overdue,,,,196,2025-05-30,Finance Manager,None,6,Matched,0.1403,No,248380.86
INV00367,VEN00851,Vendor 851,CONT00345,PO8978,2024-01-24,2024-03-24,Professional Services,Equipment rental charges,159640.07,28,44699.22,204339.3,0,0.0,0,0.0,204339.3,0.0,Rejected,Rejected,,,,0,,,Incorrect Amount,13,,0.0161,No,204339.3
INV00368,VEN00015,Vendor 15,CONT00368,PO4919,2025-10-07,2025-12-06,Labor Charges,Material supply and installation,4065083.22,18,731714.98,4796798.2,1,40650.83,0,47967.98,4804115.35,0.0,Under Review,Overdue,,,,32,,,None,9,Matched,0.1221,No,4804115.35
INV00369,VEN00078,Vendor 78,CONT01222,PO9686,2025-07-06,2025-10-04,Maintenance Charges,Maintenance Charges - As per contract terms,70175332.32,12,8421039.88,78596372.2,2,1403506.65,0,0.0,77192865.56,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.1954,No,77192865.56
INV00370,VEN01268,Vendor 1268,CONT00742,PO8772,2024-07-03,2024-08-17,Equipment Rental,Progress billing - Month 2,14889907.38,12,1786788.89,16676696.26,0,0.0,0,2668271.4,19344967.66,0.0,Under Review,Overdue,,,,508,,,None,11,Partial Match,0.2517,No,19344967.66
INV00371,VEN00089,Vendor 89,CONT00111,PO3589,2024-03-17,2024-05-16,Retention Release,Work completion for Retention Release,163121.8,28,45674.1,208795.91,5,8156.09,0,41759.18,242399.0,0.0,Submitted,Overdue,,,,601,,,None,15,Matched,0.1717,No,242399.0
INV00372,VEN01834,Vendor 1834,CONT00482,PO4276,2024-10-08,2024-12-07,Labor Charges,Labor Charges - As per contract terms,354583.65,12,42550.04,397133.68,1,3545.84,0,51627.38,445215.23,0.0,Approved,Overdue,,,,396,2024-10-12,Procurement Head,None,2,Partial Match,0.2038,No,445215.23
INV00373,VEN01199,Vendor 1199,CONT00993,,2025-11-12,2026-02-10,Final Payment,Final Payment - As per contract terms,324245.1,5,16212.25,340457.35,5,16212.25,0,0.0,324245.1,119387.79,Partially Paid,Partially Paid,Letter of Credit,2026-02-17,97.0,0,2025-11-15,,None,6,,0.1137,No,204857.31
INV00374,VEN00575,Vendor 575,CONT00280,PO9548,2025-09-15,2025-12-14,Equipment Rental,Equipment Rental - As per contract terms,3921528.12,5,196076.41,4117604.53,2,78430.56,0,0.0,4039173.97,0.0,Rejected,Rejected,,,,0,,,Quality Issues,2,,0.0978,No,4039173.97
INV00375,VEN00444,Vendor 444,CONT01212,,2024-09-09,2024-12-08,Retention Release,Work completion for Retention Release,242649.66,5,12132.48,254782.15,1,2426.5,0,0.0,252355.65,130499.25,Partially Paid,Partially Paid,NEFT,2024-12-17,99.0,0,2024-09-10,,None,7,,0.0941,No,121856.4
INV00376,VEN01575,Vendor 1575,CONT01033,PO4571,2025-12-03,2026-03-03,Professional Services,Work completion for Professional Services,4143724.35,0,0.0,4143724.35,5,207186.22,0,0.0,3936538.13,0.0,Disputed,Under Review,,,,0,,,Work Not Completed,12,Matched,0.4195,No,3936538.13
INV00377,VEN00186,Vendor 186,CONT00033,PO7068,2024-09-02,2024-11-01,Final Payment,Equipment rental charges,4360649.5,28,1220981.86,5581631.36,0,0.0,0,0.0,5581631.36,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,3,Mismatch,1.0,Yes,5581631.36
INV00378,VEN01830,Vendor 1830,CONT01415,PO1898,2025-01-31,2025-03-02,Retention Release,Services rendered - Retention Release,1714052.21,28,479934.62,2193986.83,10,171405.22,0,219398.68,2241980.29,0.0,Under Review,Overdue,,,,311,,,None,10,Mismatch,0.7341,No,2241980.29
INV00379,VEN00228,Vendor 228,CONT00785,PO2860,2024-12-28,2025-03-28,Maintenance Charges,Maintenance Charges - As per contract terms,214894.85,28,60170.56,275065.41,0,0.0,0,24755.89,299821.29,0.0,Verified,Overdue,,,,285,,Accounts Head,None,3,Mismatch,0.6056,No,299821.29
INV00380,VEN01965,Vendor 1965,CONT01440,PO9215,2025-06-06,2025-07-21,Material Supply,Professional services - Material Supply,1703110.34,18,306559.86,2009670.2,2,34062.21,0,100483.51,2076091.5,0.0,Submitted,Overdue,,,,170,,,None,6,Mismatch,0.6193,No,2076091.5
INV00381,VEN01691,Vendor 1691,CONT01092,PO2260,2025-03-13,2025-06-11,Maintenance Charges,Equipment rental charges,3529879.16,0,0.0,3529879.16,1,35298.79,0,0.0,3494580.37,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,15,Matched,0.3554,No,3494580.37
INV00382,VEN00304,Vendor 304,CONT01017,PO1351,2025-08-05,2025-09-19,Professional Services,Equipment rental charges,21815221.48,18,3926739.87,25741961.35,10,2181522.15,0,0.0,23560439.2,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,8,,0.4709,No,23560439.2
INV00383,VEN01786,Vendor 1786,CONT01643,PO6021,2025-05-14,2025-07-13,Labor Charges,Labor charges for project work,3450922.26,12,414110.67,3865032.93,5,172546.11,0,193251.65,3885738.46,0.0,Verified,Overdue,,,,178,,Accounts Head,None,8,Matched,0.2243,No,3885738.46
INV00384,VEN00762,Vendor 762,CONT01989,PO3514,2025-03-17,2025-04-16,Final Payment,Progress billing - Month 3,2551669.42,5,127583.47,2679252.89,10,255166.94,0,0.0,2424085.95,0.0,Rejected,Rejected,,,,0,,,Documentation Error,14,,0.0323,No,2424085.95
INV00385,VEN00240,Vendor 240,CONT00085,PO1408,2025-02-16,2025-04-02,Equipment Rental,Progress billing - Month 8,133023.46,28,37246.57,170270.03,0,0.0,0,0.0,170270.03,134344.98,Partially Paid,Partially Paid,Letter of Credit,2025-04-06,49.0,0,2025-02-21,,None,9,Partial Match,0.1862,No,35925.04999999999
INV00386,VEN01574,Vendor 1574,CONT00298,PO8243,2024-09-24,2024-11-23,Final Payment,Progress billing - Month 10,382322.74,28,107050.37,489373.11,2,7646.45,0,0.0,481726.65,481726.65,Paid,Paid,IMPS,2025-01-12,110.0,0,2024-10-04,Procurement Head,None,13,Partial Match,0.1378,No,0.0
INV00387,VEN01499,Vendor 1499,CONT00981,PO4197,2025-11-26,2026-01-10,Change Order Payment,Professional services - Change Order Payment,1886369.9,18,339546.58,2225916.49,10,188636.99,0,0.0,2037279.5,0.0,Under Review,Pending,,,,0,,,None,2,Mismatch,0.4615,No,2037279.5
INV00388,VEN01572,Vendor 1572,CONT00570,PO9381,2025-06-20,2025-07-20,Milestone Payment,Labor charges for project work,2504561.37,0,0.0,2504561.37,10,250456.14,0,0.0,2254105.23,0.0,Cancelled,Rejected,,,,0,,,None,6,,0.1887,No,2254105.23
INV00389,VEN01861,Vendor 1861,CONT01366,PO8300,2025-01-02,2025-04-02,Final Payment,Professional services - Final Payment,2424382.15,18,436388.79,2860770.94,2,48487.64,0,257469.38,3069752.68,0.0,Submitted,Overdue,,,,280,,,None,6,Mismatch,0.4791,No,3069752.68
INV00390,VEN00852,Vendor 852,CONT01646,PO9606,2024-10-10,2024-12-09,Final Payment,Final Payment - As per contract terms,19555410.1,18,3519973.82,23075383.92,5,977770.5,0,0.0,22097613.41,0.0,Rejected,Rejected,,,,0,,,Incorrect Amount,5,,0.1973,No,22097613.41
INV00391,VEN00136,Vendor 136,CONT01912,PO7254,2024-05-12,2024-08-10,Milestone Payment,Progress billing - Month 12,337462.7,12,40495.52,377958.22,5,16873.13,0,0.0,361085.09,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,4,,0.556,No,361085.09
INV00392,VEN01686,Vendor 1686,CONT01693,PO5713,2025-03-03,2025-05-02,Equipment Rental,Labor charges for project work,2585533.25,0,0.0,2585533.25,0,0.0,0,0.0,2585533.25,0.0,Rejected,Rejected,,,,0,,,Documentation Error,2,,0.0834,No,2585533.25
INV00393,VEN01008,Vendor 1008,CONT01858,PO1287,2024-02-02,2024-03-18,Progress Payment,Labor charges for project work,174747.67,0,0.0,174747.67,10,17474.77,0,0.0,157272.9,92874.82,Partially Paid,Partially Paid,IMPS,2024-04-09,67.0,0,2024-02-04,,None,12,Partial Match,0.0326,No,64398.07999999999
INV00394,VEN00120,Vendor 120,CONT00300,PO9677,2025-02-13,2025-05-14,Emergency Work,Professional services - Emergency Work,123488.98,12,14818.68,138307.66,2,2469.78,0,0.0,135837.88,0.0,Cancelled,Rejected,,,,0,,,None,1,,0.1278,No,135837.88
INV00395,VEN00158,Vendor 158,CONT01053,PO3354,2025-06-22,2025-08-06,Overtime Charges,Professional services - Overtime Charges,388682.83,28,108831.19,497514.02,2,7773.66,0,0.0,489740.36,349386.16,Partially Paid,Partially Paid,IMPS,2025-08-20,59.0,0,2025-07-01,,None,2,Matched,0.0274,No,140354.2
INV00396,VEN00577,Vendor 577,CONT00764,PO9612,2024-08-28,2024-11-26,Material Supply,Material Supply - As per contract terms,7445437.14,5,372271.86,7817708.99,1,74454.37,0,1016302.17,8759556.79,0.0,Verified,Overdue,,,,407,,Site Engineer,None,13,Mismatch,0.6733,No,8759556.79
INV00397,VEN00855,Vendor 855,CONT00944,,2025-10-20,2025-11-19,Reimbursement,Progress billing - Month 6,57820.73,12,6938.49,64759.22,2,1156.41,0,0.0,63602.8,23501.68,Partially Paid,Partially Paid,Online Payment,2025-12-12,53.0,0,2025-10-25,,None,12,,0.1629,No,40101.12
INV00398,VEN00456,Vendor 456,CONT00264,,2024-01-27,2024-03-12,Emergency Work,Services rendered - Emergency Work,106404.88,5,5320.24,111725.13,0,0.0,0,0.0,111725.13,0.0,Cancelled,Rejected,,,,0,,,None,2,,0.0969,No,111725.13
INV00399,VEN00884,Vendor 884,CONT00088,,2025-06-19,2025-07-19,Progress Payment,Work completion for Progress Payment,12702187.89,0,0.0,12702187.89,5,635109.39,0,635109.39,12702187.89,0.0,Approved,Overdue,,,,172,2025-06-24,Procurement Head,None,2,,0.1344,No,12702187.89
INV00400,VEN01233,Vendor 1233,CONT00421,PO9664,2024-05-15,2024-06-29,Final Payment,Services rendered - Final Payment,631666.02,5,31583.3,663249.32,2,12633.32,0,0.0,650616.0,309759.34,Partially Paid,Partially Paid,RTGS,2024-07-26,72.0,0,2024-05-25,,None,2,Matched,0.1432,No,340856.66
INV00401,VEN01975,Vendor 1975,CONT00578,PO7948,2025-07-15,2025-08-14,Emergency Work,Services rendered - Emergency Work,146306.92,28,40965.94,187272.86,5,7315.35,0,0.0,179957.52,116804.39,Partially Paid,Partially Paid,UPI,2025-08-20,36.0,0,2025-07-21,,None,3,Matched,0.1029,No,63153.12999999999
INV00402,VEN00835,Vendor 835,CONT00232,PO7304,2025-02-19,2025-03-21,Equipment Rental,Work completion for Equipment Rental,111160.57,12,13339.27,124499.83,2,2223.21,0,11204.99,133481.61,0.0,Verified,Overdue,,,,292,,Accounts Head,None,2,Partial Match,0.2929,No,133481.61
INV00403,VEN01408,Vendor 1408,CONT02000,PO2723,2024-10-09,2024-11-23,Professional Services,Professional services - Professional Services,4932330.48,18,887819.49,5820149.96,1,49323.3,0,756619.5,6527446.15,0.0,Approved,Overdue,,,,410,2024-10-10,Procurement Head,None,3,Partial Match,0.2755,No,6527446.15
INV00404,VEN00175,Vendor 175,CONT00245,PO9177,2025-08-13,2025-11-11,Labor Charges,Equipment rental charges,4899068.85,5,244953.44,5144022.29,0,0.0,0,0.0,5144022.29,4051451.23,Partially Paid,Partially Paid,RTGS,2025-11-27,106.0,0,2025-08-17,,None,2,Partial Match,0.153,No,1092571.06
INV00405,VEN01569,Vendor 1569,CONT01192,PO2770,2024-05-09,2024-07-08,Overtime Charges,Material supply and installation,14657467.67,18,2638344.18,17295811.85,2,293149.35,0,0.0,17002662.5,0.0,Disputed,Under Review,,,,0,,,Unauthorized Work,3,Matched,0.4496,No,17002662.5
