rfq_id,vendor_id,vendor_name,item_category,item_description,quantity,unit,rfq_date,submission_deadline,response_date,is_late_submission,quoted_price_per_unit,total_quoted_amount,gst_rate,gst_amount,total_with_gst,delivery_timeline_days,delivery_terms,payment_terms,warranty_months,technical_score,commercial_score,overall_score,response_status,rejection_reason,compliance_status,evaluation_date,award_date,rank,num_competitors,anomaly_score,is_anomaly,validity_days,contact_person,notes,market_avg_price,price_deviation_pct
RFQ00324,VEN00385,Vendor 385,Waterproofing Membrane,Waterproofing Membrane - Grade B,5696,Ton,2024-08-29,2024-09-06,2024-08-31,False,8056.65,45890664.87,12,5506879.78,51397544.65,60,FCA,LC at Sight,36,98.69,95.54,97.43,Awarded,None,Fully Compliant,2024-09-08,2024-10-22,2.0,19,0.2422,No,45,Sales Manager,Partial compliance issues,6534.49,23.294243315086565
RFQ00325,VEN00977,Vendor 977,Gypsum Boards,Gypsum Boards - Grade A,47,Kg,2025-05-14,2025-05-27,2025-05-25,False,1699.92,79896.35,28,22370.98,102267.33,79,Ex-Factory,Net 60 days,36,64.54,58.7,62.21,Shortlisted,None,Partially Compliant,2025-05-27,,7.0,10,0.0626,No,120,Regional Manager,,3335.015,-49.028115315823165
RFQ00326,VEN00313,Vendor 313,Insulation Material,Insulation Material - Grade Premium,7535,Kg,2024-08-14,2024-08-24,2024-08-17,False,8548.8,64415240.25,12,7729828.83,72145069.08,25,Ex-Works,Cash on Delivery,60,62.9,82.1,70.58,Shortlisted,None,Partially Compliant,2024-08-26,,3.0,6,0.2915,No,90,Sales Manager,Premium quality offered,3726.55,129.40253049066828
RFQ00327,VEN00822,Vendor 822,Air Conditioners,Air Conditioners - Grade Standard,9198,Bundles,2024-12-20,2024-12-29,2024-12-29,False,5471.49,50326724.49,0,0.0,50326724.49,26,Ex-Works,Net 45 days,24,68.79,57.1,64.12,Rejected,High Price,Partially Compliant,,,,15,0.6748,Yes,60,Senior Manager,Delivery timeline tight,5131.325000000001,6.629184469898107
RFQ00328,VEN01844,Vendor 1844,Escalators,Escalators - Grade A,1443,Liters,2024-11-21,2024-12-08,2024-12-02,False,5205848.54,7512039449.3,18,1352167100.87,8864206550.18,38,Ex-Factory,Net 60 days,18,66.01,60.63,63.86,Negotiation,None,Partially Compliant,2024-12-10,,,4,0.2809,No,60,Senior Manager,Established vendor,2867885.52,81.52218781731565
RFQ00329,VEN00111,Vendor 111,Granite,Granite - Grade A,97,Cubic Meter,2025-10-28,2025-11-12,2025-11-02,False,456.75,44304.46,18,7974.8,52279.26,36,FOB,Net 45 days,48,67.1,75.06,70.29,Shortlisted,None,Partially Compliant,2025-11-09,,7.0,18,0.1426,No,45,Account Manager,Additional clarifications needed,280.635,62.75589288577691
RFQ00330,VEN00797,Vendor 797,Cement,Cement - Grade Standard,9738,Cubic Meter,2025-02-09,2025-03-09,2025-03-15,True,613.75,5976706.18,5,298835.31,6275541.49,104,DAP,Progress Payment,0,99.41,68.3,86.97,Under Evaluation,None,Fully Compliant,2025-03-27,,,17,0.6278,Yes,30,Business Development Head,Established vendor,3749.62,-83.63167467636721
RFQ00331,VEN00861,Vendor 861,Construction Equipment,Construction Equipment - Grade Standard,407,Liters,2025-12-23,2026-01-10,2025-12-24,False,3005.18,1223108.23,0,0.0,1223108.23,148,Delivered to Site,"Advance 30%, Balance 70%",36,91.41,81.39,87.4,Negotiation,None,Fully Compliant,2025-12-31,,,6,0.2779,No,90,Senior Manager,Delivery timeline tight,5167.01,-41.83909069268301
RFQ00332,VEN01219,Vendor 1219,Paint,Paint - Grade Standard,645,Quintal,2025-10-09,2025-10-19,2025-10-10,False,332.07,214183.31,18,38553.0,252736.31,30,Ex-Factory,Progress Payment,0,83.39,77.03,80.84,Shortlisted,None,Fully Compliant,2025-10-24,,8.0,20,0.1143,No,45,Senior Manager,Meets all specifications,264.31,25.6365631266316
RFQ00333,VEN01982,Vendor 1982,Escalators,Escalators - Grade Premium,92,Meters,2025-05-22,2025-06-14,2025-06-13,False,2003606.69,184331815.72,18,33179726.83,217511542.55,28,FOB,Net 30 days,12,89.53,65.22,79.8,Negotiation,None,Fully Compliant,2025-06-26,,,13,0.367,No,120,Senior Manager,,2867885.52,-30.136448054593203
RFQ00334,VEN01994,Vendor 1994,HVAC Units,HVAC Units - Grade B,5422,Units,2025-08-28,2025-09-24,2025-09-21,False,1553029.17,8420524132.67,28,2357746757.15,10778270889.82,43,Door Delivery,Net 45 days,48,92.15,58.82,78.82,Shortlisted,None,Fully Compliant,2025-10-01,,3.0,13,0.5408,Yes,30,Senior Manager,,3493273.02,-55.54229053645512
RFQ00335,VEN01578,Vendor 1578,Gypsum Boards,Gypsum Boards - Grade B,5645,Feet,2025-12-12,2026-01-11,2025-12-27,False,7408.79,41822591.85,5,2091129.59,43913721.44,88,DDP,Progress Payment,18,86.32,64.21,77.47,Negotiation,None,Fully Compliant,2026-01-02,,,4,0.355,No,45,Account Manager,,3335.015,122.15162450543701
RFQ00336,VEN01187,Vendor 1187,TMT Bars,TMT Bars - Grade A,562,Nos,2025-07-06,2025-07-15,2025-07-12,False,6846.5,3847730.36,0,0.0,3847730.36,22,Ex-Factory,Against Delivery,6,60.51,81.3,68.83,Rejected,Delivery Timeline,Partially Compliant,,,,17,0.2426,No,45,Director,,3136.985,118.25096390323829
RFQ00337,VEN00366,Vendor 366,Safety Equipment,Safety Equipment - Grade Standard,937,Meters,2024-08-29,2024-09-24,2024-08-30,False,1912.71,1792209.66,0,0.0,1792209.66,13,Door Delivery,Progress Payment,12,60.82,50.95,56.87,Under Evaluation,None,Partially Compliant,2024-09-01,,,13,0.0416,No,30,Account Manager,Good technical compliance,4829.53,-60.395525030385976
RFQ00338,VEN00549,Vendor 549,PVC Pipes,PVC Pipes - Grade Premium,678,Sets,2024-08-17,2024-09-06,2024-08-30,False,8770.03,5946078.86,5,297303.94,6243382.8,125,CIF,30-60-90 days,24,58.28,78.09,66.2,Rejected,Missing Documents,Non-Compliant,,,,17,0.1271,No,60,Director,Additional clarifications needed,4354.67,101.39367621427114
RFQ00339,VEN00785,Vendor 785,Ventilation Systems,Ventilation Systems - Grade B,4677,Square Meter,2025-12-03,2025-12-26,2025-12-17,False,3548.39,16595798.07,28,4646823.46,21242621.53,42,FCA,LC at Sight,12,67.89,42.18,57.6,Rejected,High Price,Partially Compliant,,,,14,0.329,No,60,Sales Manager,,4332.14,-18.091520587977314
RFQ00340,VEN01410,Vendor 1410,Cement,Cement - Grade C,338,Kg,2024-12-08,2024-12-24,2024-12-15,False,1136.35,384085.38,28,107543.91,491629.29,172,Delivered to Site,"Advance 30%, Balance 70%",36,59.91,75.74,66.24,Negotiation,None,Non-Compliant,2024-12-17,,,11,0.1264,No,30,Senior Manager,,3749.62,-69.69426235191834
RFQ00341,VEN00670,Vendor 670,Gypsum Boards,Gypsum Boards - Grade Premium,5146,MT,2024-09-21,2024-10-07,2024-10-04,False,495.94,2552125.47,28,714595.13,3266720.61,8,Ex-Factory,Net 45 days,48,86.16,65.49,77.89,Under Evaluation,None,Fully Compliant,2024-10-12,,,5,0.1669,No,60,Senior Manager,Partial compliance issues,3335.015,-85.1293022670063
RFQ00342,VEN00612,Vendor 612,Construction Equipment,Construction Equipment - Grade Premium,995,Quintal,2025-12-08,2025-12-22,2025-12-09,False,1838.03,1828841.1,18,329191.4,2158032.5,62,Door Delivery,Net 30 days,0,62.98,63.55,63.21,Under Evaluation,None,Partially Compliant,2025-12-15,,,5,0.5527,No,60,Account Manager,,5167.01,-64.4275896504942
RFQ00343,VEN00283,Vendor 283,Gypsum Boards,Gypsum Boards - Grade Premium,6212,Units,2024-10-06,2024-11-03,2024-10-23,False,2583.33,16047672.03,18,2888580.97,18936253.0,40,CIF,"Advance 20%, Balance 80%",24,85.57,67.06,78.17,Under Evaluation,None,Fully Compliant,2024-10-28,,,9,0.2085,No,30,Senior Manager,,3335.015,-22.53917898420247
RFQ00344,VEN00027,Vendor 27,Safety Equipment,Safety Equipment - Grade B,596,Liters,2024-07-29,2024-08-15,2024-08-08,False,7911.89,4715488.98,28,1320336.91,6035825.89,64,Delivered to Site,Bank Guarantee,18,89.0,45.64,71.66,Shortlisted,None,Fully Compliant,2024-08-12,,5.0,6,0.0442,No,30,Account Manager,,4829.53,63.82318776361262
RFQ00345,VEN00034,Vendor 34,Escalators,Escalators - Grade B,3711,Meters,2025-04-10,2025-04-20,2025-04-22,True,1958387.25,7267575078.26,18,1308163514.09,8575738592.34,23,Ex-Factory,"Advance 20%, Balance 80%",36,54.89,84.73,66.83,Under Evaluation,None,Non-Compliant,2025-04-30,,,9,0.0882,No,90,Business Development Head,Delivery timeline tight,2867885.52,-31.713199974593127
RFQ00346,VEN01245,Vendor 1245,Sanitary Ware,Sanitary Ware - Grade Standard,65,Pieces,2025-09-11,2025-09-19,2025-09-29,True,2396.93,155800.53,0,0.0,155800.53,169,Delivered to Site,LC at Sight,6,60.99,97.36,75.54,Rejected,Late Submission,Partially Compliant,,,,18,0.0617,No,45,Director,Additional clarifications needed,6706.465,-64.25941237298636
RFQ00347,VEN00590,Vendor 590,Cranes,Cranes - Grade A,757,Pieces,2025-07-16,2025-08-02,2025-07-22,False,2365.1,1790378.02,5,89518.9,1879896.92,75,FOB,Net 60 days,24,94.06,45.12,74.49,Under Evaluation,None,Fully Compliant,2025-07-24,,,14,0.6939,Yes,90,Business Development Head,Competitive pricing,4284.32,-44.7963737535945
RFQ00348,VEN01678,Vendor 1678,Steel Bars,Steel Bars - Grade Standard,9303,Square Meter,2025-08-09,2025-08-19,2025-08-15,False,4392.54,40863831.9,28,11441872.93,52305704.84,75,Ex-Factory,Net 30 days,36,65.06,50.01,59.04,Rejected,Delivery Timeline,Partially Compliant,,,,18,0.0338,No,120,Account Manager,Good technical compliance,4073.785,7.824541550425468
RFQ00349,VEN00841,Vendor 841,Glass,Glass - Grade B,2000,Meters,2025-06-09,2025-07-09,2025-07-09,False,10560.41,21120812.91,12,2534497.55,23655310.46,51,DAP,Against Delivery,36,94.4,51.73,77.33,Negotiation,None,Fully Compliant,2025-07-15,,,12,0.0572,No,120,Regional Manager,Additional clarifications needed,5730.715,84.27735457093922
RFQ00350,VEN00252,Vendor 252,Ventilation Systems,Ventilation Systems - Grade Premium,1451,Cubic Meter,2024-09-16,2024-10-14,2024-09-26,False,7001.83,10159658.24,12,1219158.99,11378817.23,22,Ex-Factory,Net 30 days,18,64.15,57.79,61.61,Under Evaluation,None,Partially Compliant,2024-10-02,,,3,0.1291,No,30,Sales Manager,,4332.14,61.625201401616735
RFQ00351,VEN00718,Vendor 718,Electrical Cables,Electrical Cables - Grade Standard,787,Cubic Meter,2025-06-19,2025-07-09,2025-06-22,False,2570.39,2022898.79,12,242747.85,2265646.64,171,Delivered to Site,LC at Sight,6,94.65,98.8,96.31,Accepted,None,Fully Compliant,2025-06-26,,10.0,16,0.2037,No,60,Regional Manager,,5397.135,-52.374917433045496
RFQ00352,VEN01573,Vendor 1573,Marble,Marble - Grade C,783,Kg,2025-03-08,2025-04-02,2025-04-10,True,295.74,231562.87,18,41681.32,273244.19,76,Door Delivery,Against Delivery,36,73.42,68.55,71.47,Rejected,Late Submission,Partially Compliant,,,,16,0.1384,No,120,Sales Manager,Partial compliance issues,253.56,16.63511594888784
RFQ00353,VEN00182,Vendor 182,Pumps,Pumps - Grade B,9754,Meters,2025-08-29,2025-09-24,2025-09-17,False,7659.97,74715342.91,18,13448761.72,88164104.64,90,Door Delivery,Bank Guarantee,0,54.23,89.05,68.16,Shortlisted,None,Non-Compliant,2025-09-20,,6.0,6,0.2466,No,120,Senior Manager,Competitive pricing,6998.595,9.450111058005213
RFQ00354,VEN00249,Vendor 249,Concrete Mixers,Concrete Mixers - Grade Standard,361,Truckloads,2025-08-12,2025-09-05,2025-08-28,False,1752.1,632507.43,5,31625.37,664132.8,90,DDP,Net 45 days,6,50.0,58.11,53.25,Rejected,Non-Compliant,Non-Compliant,,,,10,0.5409,No,30,Regional Manager,Competitive pricing,4676.25,-62.531943330660255
RFQ00355,VEN01897,Vendor 1897,Structural Steel,Structural Steel - Grade C,6924,Nos,2024-10-14,2024-11-11,2024-10-28,False,1329.07,9202497.13,5,460124.86,9662621.98,51,Ex-Factory,Bank Guarantee,24,64.47,86.5,73.28,Negotiation,None,Partially Compliant,2024-11-04,,,11,0.1174,No,30,Senior Manager,Partial compliance issues,5883.03,-77.4084102919754
RFQ00356,VEN00304,Vendor 304,Steel Bars,Steel Bars - Grade C,5090,Bags,2025-12-03,2025-12-30,2025-12-25,False,4431.56,22556637.53,12,2706796.5,25263434.03,88,FOB,Net 60 days,36,75.03,97.92,84.19,Shortlisted,None,Partially Compliant,2026-01-07,,9.0,15,0.1539,No,45,Account Manager,,4073.785,8.782373149294834
RFQ00357,VEN01344,Vendor 1344,Cranes,Cranes - Grade Standard,866,Bags,2024-11-29,2024-12-08,2024-12-16,True,3975.71,3442961.19,5,172148.06,3615109.25,89,Ex-Works,Cash on Delivery,36,79.44,71.61,76.31,Rejected,Late Submission,Partially Compliant,,,,15,0.0203,No,30,Account Manager,,4284.32,-7.2032434552040865
RFQ00358,VEN00198,Vendor 198,Safety Equipment,Safety Equipment - Grade A,447,Quintal,2025-07-12,2025-08-11,2025-08-18,True,8075.46,3609732.04,12,433167.85,4042899.89,99,FCA,30-60-90 days,0,96.18,89.82,93.63,Rejected,Late Submission,Fully Compliant,,,,15,0.04,No,120,Regional Manager,,4829.53,67.21005977807366
RFQ00359,VEN00518,Vendor 518,Sanitary Ware,Sanitary Ware - Grade Premium,1824,Truckloads,2025-06-24,2025-07-03,2025-06-26,False,2483.07,4529114.13,0,0.0,4529114.13,18,FCA,Net 60 days,60,59.51,46.22,54.19,Under Evaluation,None,Non-Compliant,2025-07-06,,,14,0.3713,No,120,Business Development Head,Price negotiable,6706.465,-62.97498011247357
RFQ00360,VEN00876,Vendor 876,LED Lights,LED Lights - Grade Premium,540,Quintal,2025-09-08,2025-09-30,2025-09-28,False,4682.78,2528702.29,12,303444.28,2832146.57,15,Ex-Works,"Advance 20%, Balance 80%",6,76.72,88.62,81.48,Negotiation,None,Partially Compliant,2025-10-09,,,19,0.0937,No,120,Sales Manager,Fast delivery timeline,4739.14,-1.1892453061104036
RFQ00361,VEN01194,Vendor 1194,Plumbing Fixtures,Plumbing Fixtures - Grade C,516,Liters,2025-01-29,2025-02-06,2025-02-04,False,10316.09,5323102.98,0,0.0,5323102.98,14,FCA,Net 45 days,48,79.91,58.37,71.29,Shortlisted,None,Partially Compliant,2025-02-14,,8.0,7,0.0812,No,30,Sales Manager,,6904.08,49.420197911959306
RFQ00362,VEN01040,Vendor 1040,Glass,Glass - Grade C,65,Ton,2025-12-11,2025-12-24,2025-12-18,False,7845.81,509977.35,28,142793.66,652771.01,31,Delivered to Site,Cash on Delivery,48,77.48,43.47,63.87,Under Evaluation,None,Partially Compliant,2025-12-29,,,14,0.1055,No,60,Senior Manager,Established vendor,5730.715,36.90804725064849
RFQ00363,VEN00476,Vendor 476,Aggregates,Aggregates - Grade Standard,9392,Ton,2025-12-22,2026-01-21,2025-12-24,False,773.2,7261887.25,5,363094.36,7624981.61,31,DAP,Net 60 days,48,73.94,76.84,75.1,Shortlisted,None,Partially Compliant,2025-12-30,,9.0,9,0.1485,No,60,Business Development Head,Premium quality offered,4608.13,-83.22095947813972
RFQ00364,VEN01929,Vendor 1929,Generators,Generators - Grade Standard,625,Truckloads,2025-09-22,2025-09-30,2025-09-29,False,4037635.11,2523521945.72,12,302822633.49,2826344579.21,36,DAP,Cash on Delivery,18,56.14,74.5,63.48,Rejected,Non-Compliant,Non-Compliant,,,,10,0.2095,No,90,Sales Manager,,3172694.88,27.26200478502994
RFQ00365,VEN01713,Vendor 1713,Concrete,Concrete - Grade C,45,Nos,2024-12-09,2024-12-31,2024-12-22,False,2883.97,129778.63,5,6488.93,136267.56,19,DAP,Net 30 days,36,96.86,98.65,97.58,Shortlisted,None,Fully Compliant,2024-12-29,,5.0,9,0.2272,No,60,Account Manager,Partial compliance issues,3375.25,-14.555366269165255
RFQ00366,VEN01774,Vendor 1774,Ventilation Systems,Ventilation Systems - Grade A,7354,Sets,2024-10-29,2024-11-23,2024-11-23,False,4792.17,35241651.49,18,6343497.27,41585148.76,53,FOB,"Advance 20%, Balance 80%",24,54.28,78.75,64.07,Negotiation,None,Non-Compliant,2024-11-30,,,15,0.0116,No,60,Director,,4332.14,10.619001232647138
RFQ00367,VEN00514,Vendor 514,Street Lights,Street Lights - Grade Standard,657,Square Meter,2024-10-09,2024-10-30,2024-10-10,False,5832.81,3832157.04,18,689788.27,4521945.3,117,FOB,30-60-90 days,6,63.82,58.31,61.62,Under Evaluation,None,Partially Compliant,2024-10-13,,,17,0.536,No,60,Senior Manager,,5569.405000000001,4.729499829874102
RFQ00368,VEN01291,Vendor 1291,Tiles,Tiles - Grade B,89,Square Meter,2024-08-06,2024-08-27,2024-08-08,False,281.44,25048.57,12,3005.83,28054.4,15,DDP,"Advance 30%, Balance 70%",6,53.87,81.66,64.99,Negotiation,None,Non-Compliant,2024-08-13,,,9,0.0977,No,60,Account Manager,Partial compliance issues,260.9,7.872748179379081
RFQ00369,VEN01794,Vendor 1794,Electrical Cables,Electrical Cables - Grade B,810,Units,2024-12-19,2025-01-10,2025-01-15,True,5719.66,4632920.85,0,0.0,4632920.85,16,CIF,30-60-90 days,18,90.4,82.66,87.31,Under Evaluation,None,Fully Compliant,2025-01-25,,,14,0.282,No,90,Regional Manager,,5397.135,5.975855708630591
RFQ00370,VEN01488,Vendor 1488,Mild Steel,Mild Steel - Grade Premium,6839,Truckloads,2024-11-04,2024-11-28,2024-11-21,False,8745.17,59808209.72,28,16746298.72,76554508.44,44,DAP,Net 90 days,36,62.15,75.35,67.43,Under Evaluation,None,Partially Compliant,2024-11-30,,,13,0.2245,No,30,Account Manager,,4329.535,101.98866621935151
RFQ00371,VEN01501,Vendor 1501,Air Conditioners,Air Conditioners - Grade C,786,Loads,2025-05-16,2025-06-06,2025-05-24,False,6773.15,5323695.57,5,266184.78,5589880.35,37,DAP,"Advance 20%, Balance 80%",36,65.69,42.45,56.39,Rejected,High Price,Partially Compliant,,,,7,0.4152,No,45,Business Development Head,Competitive pricing,5131.325000000001,31.996121859363786
RFQ00372,VEN00342,Vendor 342,Structural Steel,Structural Steel - Grade Premium,43,Cubic Meter,2025-12-03,2025-12-23,2025-12-09,False,8939.52,384399.54,28,107631.87,492031.42,58,Delivered to Site,Cash on Delivery,18,85.6,76.79,82.07,Under Evaluation,None,Fully Compliant,2025-12-16,,,6,0.2982,No,30,Sales Manager,Meets all specifications,5883.03,51.95435005430876
RFQ00373,VEN01946,Vendor 1946,Elevators,Elevators - Grade Premium,879,Loads,2025-08-22,2025-09-21,2025-09-16,False,3714381.43,3264941273.18,28,914183556.49,4179124829.67,88,Ex-Factory,LC at Sight,36,71.93,55.26,65.26,Negotiation,None,Partially Compliant,2025-09-30,,,6,0.3465,No,90,Director,,3174096.675,17.021685547747232
RFQ00374,VEN01061,Vendor 1061,Windows,Windows - Grade Standard,646,Square Meter,2025-08-13,2025-08-21,2025-08-17,False,4193.51,2709008.58,28,758522.4,3467530.98,33,CIF,"Advance 20%, Balance 80%",24,74.33,78.35,75.94,Shortlisted,None,Partially Compliant,2025-08-23,,10.0,6,0.2774,No,60,Business Development Head,,4248.57,-1.295965466027381
RFQ00375,VEN01131,Vendor 1131,Doors,Doors - Grade B,9422,Liters,2025-12-31,2026-01-22,2026-01-01,False,3618.39,34092497.62,28,9545899.33,43638396.95,53,Ex-Factory,"Advance 20%, Balance 80%",6,85.81,88.79,87.0,Awarded,None,Fully Compliant,2026-01-09,2026-02-21,5.0,5,0.2594,No,60,Account Manager,Meets all specifications,4952.02,-26.93103016546784
RFQ00376,VEN01646,Vendor 1646,Aggregates,Aggregates - Grade B,580,Sets,2024-07-30,2024-08-27,2024-08-22,False,8340.44,4837457.3,0,0.0,4837457.3,89,DDP,Progress Payment,0,97.46,58.82,82.0,Shortlisted,None,Fully Compliant,2024-09-02,,7.0,10,0.6347,No,90,Business Development Head,Good technical compliance,4608.13,80.99402577618253
RFQ00377,VEN01503,Vendor 1503,Sanitary Ware,Sanitary Ware - Grade C,5726,Liters,2026-01-03,2026-01-23,2026-01-21,False,6975.27,39940381.86,0,0.0,39940381.86,168,DDP,Against Delivery,36,74.21,59.71,68.41,Under Evaluation,None,Partially Compliant,2026-01-27,,,10,0.2625,No,90,Senior Manager,Partial compliance issues,6706.465,4.008147362284009
RFQ00378,VEN01225,Vendor 1225,Transformers,Transformers - Grade Standard,549,Units,2024-10-06,2024-10-23,2024-10-20,False,42313.65,23230191.69,12,2787623.0,26017814.69,179,Ex-Works,Bank Guarantee,60,80.05,73.74,77.53,Shortlisted,None,Fully Compliant,2024-10-26,,9.0,9,0.2669,No,90,Sales Manager,Meets all specifications,132760.91999999998,-68.12793252713223
RFQ00379,VEN00536,Vendor 536,Scaffolding,Scaffolding - Grade C,2810,Nos,2025-11-12,2025-11-27,2025-11-16,False,4079.06,11462146.27,12,1375457.55,12837603.83,43,Door Delivery,Net 90 days,6,97.39,58.4,81.8,Shortlisted,None,Fully Compliant,2025-11-27,,9.0,3,0.4901,No,30,Senior Manager,,5843.41,-30.193842294139895
RFQ00380,VEN01444,Vendor 1444,MCBs,MCBs - Grade C,132,Meters,2025-06-17,2025-06-29,2025-06-24,False,8109.51,1070455.43,5,53522.77,1123978.2,40,FOB,Net 30 days,0,87.76,82.9,85.81,Accepted,None,Fully Compliant,2025-07-08,,8.0,4,0.0471,No,60,Sales Manager,,3775.88,114.7713910399695
RFQ00381,VEN01582,Vendor 1582,Construction Equipment,Construction Equipment - Grade B,1506,Cubic Meter,2025-04-05,2025-04-14,2025-04-14,False,8372.17,12608486.56,18,2269527.58,14878014.15,30,CIF,Cash on Delivery,48,59.71,58.17,59.1,Rejected,Technical Issues,Non-Compliant,,,,16,0.4025,No,30,Director,,5167.01,62.03123276324219
RFQ00382,VEN00416,Vendor 416,TMT Bars,TMT Bars - Grade C,2542,Kg,2025-05-24,2025-06-13,2025-06-09,False,2897.58,7365635.72,28,2062378.0,9428013.73,153,FCA,Progress Payment,6,72.61,57.34,66.5,Under Evaluation,None,Partially Compliant,2025-06-23,,,10,0.1341,No,90,Regional Manager,,3136.985,-7.631690938911094
RFQ00383,VEN00637,Vendor 637,MCBs,MCBs - Grade B,142,Loads,2025-04-26,2025-05-05,2025-05-04,False,6263.38,889399.38,5,44469.97,933869.35,122,DAP,Cash on Delivery,36,91.72,41.1,71.47,Under Evaluation,None,Fully Compliant,2025-05-15,,,16,0.4743,No,60,Account Manager,,3775.88,65.87868258525165
RFQ00384,VEN01152,Vendor 1152,Sanitary Ware,Sanitary Ware - Grade Standard,991,Sets,2024-08-30,2024-09-22,2024-09-02,False,9407.17,9322509.05,0,0.0,9322509.05,34,Door Delivery,Cash on Delivery,6,58.31,68.75,62.49,Shortlisted,None,Non-Compliant,2024-09-04,,7.0,18,0.0512,No,120,Senior Manager,,6706.465,40.27017213986802
RFQ00385,VEN01791,Vendor 1791,Waterproofing Membrane,Waterproofing Membrane - Grade Premium,651,Nos,2024-07-20,2024-08-06,2024-08-01,False,5206.61,3389501.35,12,406740.16,3796241.51,66,Door Delivery,30-60-90 days,24,73.61,78.16,75.43,Shortlisted,None,Partially Compliant,2024-08-14,,3.0,8,0.1573,No,90,Sales Manager,Good technical compliance,6534.49,-20.32109621408863
RFQ00386,VEN00308,Vendor 308,Plumbing Fixtures,Plumbing Fixtures - Grade A,10,Sets,2025-02-02,2025-02-12,2025-02-10,False,5247.19,52471.89,28,14692.13,67164.02,41,DAP,"Advance 20%, Balance 80%",48,79.22,89.59,83.37,Negotiation,None,Partially Compliant,2025-02-18,,,11,0.1683,No,45,Sales Manager,Fast delivery timeline,6904.08,-23.998708010335925
