project_id,project_name,project_type,location,client_name,contract_id,project_start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,project_status,current_phase,progress_pct,planned_budget,actual_cost,remaining_budget,budget_utilization_pct,team_size,num_vendors,num_purchase_orders,num_contracts,num_change_orders,total_milestones,achieved_milestones,open_issues,resolved_issues,risk_level,risk_score,quality_score,safety_score,stakeholder_satisfaction,resource_utilization_pct,schedule_performance_index,cost_performance_index,env_compliance_score,project_manager,sponsor,last_updated,notes,milestone_completion_pct,schedule_variance,cost_variance_pct
PROJ00368,Data Center - Surat Phase 1,Data Center,"Jaipur, Rajasthan",Client Corporation,,2024-02-24,2025-09-16,2025-10-16,19,20.0,1.0,Completed,Handover,96.89,852388347.79,907918832.89,-55530485.1,106.51,188,14,152,3,28,25,24,0,29,Critical,0.6923,75.54,95.02,77.46,66.37,0.87,0.837,81.82,Vikram Reddy,Director - Projects,2026-01-04,Vendor performance issues,96.0,-13.0,-16.3
PROJ00369,Manufacturing Unit - Ahmedabad Phase 2,Manufacturing Unit,"Nagpur, Maharashtra",Client Corporation,CONT00197,2023-11-05,2024-12-29,2025-01-12,14,14.5,0.5,Closed,Testing & Commissioning,91.0,1382024260.52,1614440592.11,-232416331.59,116.82,172,30,323,2,24,20,18,0,40,Critical,0.7465,92.21,85.53,68.87,80.06,0.85,0.85,81.95,Vikram Reddy,CEO,2026-01-06,,90.0,-15.0,-15.0
PROJ00370,Airport Development - Bangalore Phase 2,Airport Development,"Hyderabad, Telangana",Client Pvt Ltd,CONT00892,2025-06-30,2029-03-11,,45,,,Mobilization,Pre-Construction,18.51,22406698207.46,4452055389.24,17954642818.23,19.87,235,21,265,3,5,15,2,18,22,Very Low,0.2991,75.52,68.73,78.22,72.76,0.994,1.027,83.64,Neha Gupta,Director - Projects,2025-12-31,,13.33,-0.6,2.7
PROJ00371,Manufacturing Unit - Ahmedabad Phase 2,Manufacturing Unit,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT00530,2025-05-14,2027-02-03,,21,,,Delayed,Structural Work,53.43,1703919971.86,997591788.6,706328183.26,58.55,48,16,267,9,27,29,15,13,43,Critical,0.8611,62.4,65.24,67.93,89.11,0.736,0.96,78.45,Suresh Patel,General Manager,2026-01-06,Vendor performance issues,51.72,-26.4,-4.0
PROJ00372,Office Tower - Pune Phase 1,Office Tower,"Visakhapatnam, Andhra Pradesh",Client Infrastructure Ltd,CONT00517,2023-08-19,2025-07-09,,23,,,Delayed,Handover,96.5,1702559834.75,1633131754.07,69428080.68,95.92,126,6,278,6,28,27,26,6,41,Critical,0.7908,77.87,77.5,31.46,63.78,0.818,1.077,82.93,Priya Singh,Director - Projects,2026-01-03,Weather delays,96.3,-18.2,7.7
PROJ00373,Office Tower - Nagpur Phase 3,Office Tower,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT00084,2025-08-03,2027-06-24,,23,,,Cancelled,Pre-Construction,31.89,4469165995.38,1435635119.8,3033530875.59,32.12,40,26,376,5,10,28,8,7,65,Critical,0.8845,60.67,98.26,58.99,70.44,0.926,1.053,95.63,Rajesh Sharma,VP - Infrastructure,2026-01-04,On track,28.57,-7.4,5.3
PROJ00374,Wind Farm - Jaipur Phase 2,Wind Farm,"Hyderabad, Telangana",Client Developers,CONT01411,2024-12-22,2026-04-16,,16,,,Near Completion,Finishing Work,61.37,444394782.85,270754236.48,173640546.36,60.93,21,31,156,1,25,10,6,8,22,Low,0.4286,68.24,81.19,77.66,88.36,0.905,1.072,91.84,Suresh Patel,VP - Infrastructure,2025-12-31,Environmental clearance pending,60.0,-9.5,7.2
PROJ00375,Shopping Mall - Lucknow Phase 3,Shopping Mall,"Pune, Maharashtra",Client Infrastructure Ltd,CONT01905,2025-12-12,2027-11-02,,23,,,Approval Pending,Pre-Construction,3.2,1183003821.07,40769148.37,1142234672.69,3.45,147,18,322,3,1,16,0,19,72,Medium,0.295,72.09,88.12,70.0,89.92,0.982,1.011,92.53,Vikram Reddy,Director - Projects,2025-12-31,,0.0,-1.8,1.1
PROJ00376,Office Tower - Mumbai Phase 1,Office Tower,"Jaipur, Rajasthan",Client Infrastructure Ltd,,2024-01-17,2026-04-06,,27,,,Delayed,MEP Installation,89.87,4880106808.82,4532766061.81,347340747.01,92.88,145,20,242,9,11,15,13,2,83,High,0.7135,88.46,69.32,45.83,90.67,0.895,1.146,86.5,Anita Desai,VP - Infrastructure,2026-01-02,Awaiting approvals,86.67,-10.5,14.6
PROJ00377,Shopping Mall - Visakhapatnam Phase 3,Shopping Mall,"Chennai, Tamil Nadu",Client Group,CONT01291,2025-06-04,2027-09-22,,28,,,Mobilization,Foundation,14.5,3905726832.06,562410474.01,3343316358.05,14.4,135,15,497,3,2,30,4,18,22,Low,0.2442,75.98,76.69,66.24,76.72,0.955,0.988,70.87,Neha Gupta,General Manager,2026-01-04,Budget constraints,13.33,-4.5,-1.2
PROJ00378,IT Park - Jaipur Phase 3,IT Park,Delhi NCR,Client Infrastructure Ltd,CONT00838,2025-11-21,2027-04-15,,17,,,Design,Pre-Construction,1.66,1400289814.72,25471609.46,1374818205.26,1.82,25,43,454,7,3,14,0,11,70,Medium,0.3557,65.79,96.96,66.02,71.72,1.074,0.991,83.84,Suresh Patel,CEO,2026-01-04,,0.0,7.4,-0.9
PROJ00379,IT Park - Kolkata Phase 1,IT Park,"Indore, Madhya Pradesh",Client Corporation,CONT01025,2025-05-24,2027-05-14,,24,,,On Hold,Structural Work,56.16,565240562.54,335963338.72,229277223.82,59.44,37,5,433,1,18,29,16,8,78,High,0.7601,89.87,95.18,32.81,85.88,0.984,0.955,84.42,Rajesh Sharma,Regional Head,2026-01-07,Resource shortage,55.17,-1.6,-4.5
PROJ00380,Water Treatment Plant - Kochi Phase 3,Water Treatment Plant,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT01468,2023-02-24,2024-12-15,,22,,,Delayed,Handover,91.43,377369105.14,341358222.12,36010883.02,90.46,168,12,419,3,11,12,10,4,22,Critical,0.7239,70.2,96.95,61.82,78.33,0.813,1.101,92.71,Vikram Reddy,Regional Head,2026-01-02,Resource shortage,83.33,-18.7,10.1
PROJ00381,Data Center - Kolkata Phase 2,Data Center,"Indore, Madhya Pradesh",Client Developers,CONT01164,2024-06-22,2026-01-13,,19,,,Near Completion,Finishing Work,95.22,1772324128.48,1745841183.12,26482945.36,98.51,94,24,416,3,28,18,17,2,28,Medium,0.4169,74.26,80.4,60.32,85.47,0.857,0.992,79.09,Anita Desai,Managing Director,2026-01-07,Resource shortage,94.44,-14.3,-0.8
PROJ00382,Wind Farm - Nagpur Phase 3,Wind Farm,"Nagpur, Maharashtra",Client Infrastructure Ltd,CONT01267,2025-01-23,2026-06-17,,17,,,Near Completion,Structural Work,77.61,1094341096.37,855050606.28,239290490.09,78.13,144,46,136,9,15,14,10,5,49,Low,0.1877,86.91,65.5,83.14,71.13,1.045,1.108,89.5,Suresh Patel,VP - Infrastructure,2026-01-02,Vendor performance issues,71.43,4.5,10.8
PROJ00383,Office Tower - Jaipur Phase 3,Office Tower,"Visakhapatnam, Andhra Pradesh",Client Pvt Ltd,CONT01733,2023-01-29,2024-10-20,,21,,,Delayed,Testing & Commissioning,90.45,3318809128.89,3280571951.16,38237177.72,98.85,149,9,188,9,13,24,21,2,98,High,0.8911,61.68,84.83,39.92,67.1,0.894,1.003,78.32,Suresh Patel,VP - Infrastructure,2026-01-04,Minor delays expected,87.5,-10.6,0.3
PROJ00384,Highway Construction - Surat Phase 2,Highway Construction,"Mumbai, Maharashtra",Client Corporation,CONT01200,2023-05-05,2027-09-11,,53,,,In Progress,Finishing Work,86.45,8110145141.97,6737428988.85,1372716153.11,83.07,344,12,276,2,23,24,20,1,84,Low,0.1987,76.27,72.52,67.05,91.1,0.899,1.111,88.43,Neha Gupta,Director - Projects,2025-12-31,On track,83.33,-10.1,11.1
PROJ00385,Port Development - Indore Phase 2,Port Development,"Jaipur, Rajasthan",Client Group,CONT00362,2024-03-04,2025-10-25,2025-11-11,20,20.6,0.6,Closed,Warranty,89.26,1111161050.75,1150369002.88,-39207952.13,103.53,193,40,307,5,21,12,10,0,73,Critical,0.6334,92.7,71.38,60.26,90.42,0.985,0.724,95.86,Priya Singh,VP - Infrastructure,2026-01-02,,83.33,-1.5,-27.6
PROJ00386,Manufacturing Unit - Surat Phase 1,Manufacturing Unit,"Hyderabad, Telangana",Client Pvt Ltd,CONT00437,2024-04-17,2025-12-08,2026-03-11,20,23.1,3.1,Completed,Testing & Commissioning,97.66,1862347845.42,1867139632.14,-4791786.71,100.26,192,14,215,3,10,29,28,0,76,High,0.8299,93.57,94.83,84.4,91.55,1.006,0.767,97.99,Arun Mehta,Regional Head,2025-12-31,Resource shortage,96.55,0.6,-23.3
PROJ00387,Wind Farm - Bangalore Phase 2,Wind Farm,"Pune, Maharashtra",Client Group,CONT00646,2023-06-30,2024-10-22,2025-01-15,16,18.8,2.8,Closed,Warranty,90.9,867754102.54,1034510398.16,-166756295.62,119.22,110,46,462,3,27,20,18,0,47,Critical,0.8301,70.58,89.65,68.34,77.1,0.926,0.84,92.17,Vikram Reddy,Director - Projects,2026-01-04,Environmental clearance pending,90.0,-7.4,-16.0
PROJ00388,Hospital - Kolkata Phase 2,Hospital,Delhi NCR,Client Pvt Ltd,CONT00667,2023-04-30,2025-09-16,,29,,,Delayed,Handover,99.28,4015525746.85,4020565420.53,-5039673.68,100.13,200,36,177,5,19,12,11,4,24,Critical,0.6178,61.68,76.99,51.52,72.98,0.833,0.803,74.55,Arun Mehta,VP - Infrastructure,2026-01-05,Environmental clearance pending,91.67,-16.7,-19.7
PROJ00389,Power Plant - Jaipur Phase 1,Power Plant,"Surat, Gujarat",Client Pvt Ltd,CONT00672,2024-07-22,2027-06-07,,35,,,On Hold,Structural Work,50.69,39645764627.01,21715147075.61,17930617551.4,54.77,916,50,428,6,19,16,8,7,68,High,0.7715,73.38,95.96,37.37,87.11,1.026,1.001,92.43,Vikram Reddy,CEO,2026-01-07,Budget constraints,50.0,2.6,0.1
PROJ00390,Infrastructure - Lucknow Phase 2,Infrastructure,"Ahmedabad, Gujarat",Client Developers,CONT01635,2025-09-30,2027-05-23,,20,,,In Progress,Foundation,10.32,160959633.62,17043449.12,143916184.5,10.59,103,39,301,5,8,12,1,9,78,Medium,0.2669,62.01,67.64,53.23,82.96,0.967,1.08,75.73,Priya Singh,General Manager,2026-01-06,,8.33,-3.3,8.0
PROJ00391,Shopping Mall - Kochi Phase 2,Shopping Mall,"Kolkata, West Bengal",Client Developers,CONT01514,2025-03-01,2027-06-19,,28,,,Delayed,Foundation,35.45,2543211861.51,962130032.82,1581081828.69,37.83,130,6,255,10,6,20,7,8,43,Critical,0.6019,84.85,65.66,39.01,81.29,0.796,0.99,94.65,Suresh Patel,General Manager,2026-01-02,Environmental clearance pending,35.0,-20.4,-1.0
PROJ00392,Highway Construction - Hyderabad Phase 1,Highway Construction,"Hyderabad, Telangana",Client Group,,2025-11-14,2030-08-20,,58,,,Planning,Pre-Construction,7.79,9591945354.81,746998290.78,8844947064.04,7.79,261,19,386,4,3,13,1,14,13,Very Low,0.2515,72.73,74.49,82.77,93.37,0.944,1.039,92.32,Priya Singh,Managing Director,2026-01-04,Quality issues resolved,7.69,-5.6,3.9
PROJ00393,Commercial Complex - Kolkata Phase 2,Commercial Complex,"Ahmedabad, Gujarat",Client Corporation,CONT00780,2025-04-26,2026-05-21,,13,,,In Progress,Finishing Work,87.4,331237129.94,307876665.11,23360464.82,92.95,50,36,429,10,30,26,22,9,56,Low,0.4748,69.51,71.68,84.48,64.48,0.964,0.951,94.1,Arun Mehta,CEO,2026-01-01,Minor delays expected,84.62,-3.6,-4.9
PROJ00394,Wind Farm - Pune Phase 2,Wind Farm,"Kochi, Kerala",Client Pvt Ltd,CONT01737,2024-05-01,2025-07-25,,15,,,Delayed,Testing & Commissioning,94.76,1764289451.36,1592164475.26,172124976.1,90.24,90,46,215,1,9,16,15,7,14,High,0.8542,65.32,65.32,50.74,94.65,0.798,1.024,82.45,Amit Kumar,General Manager,2026-01-05,Quality issues resolved,93.75,-20.2,2.4
PROJ00395,Bridge Construction - Bangalore Phase 3,Bridge Construction,"Bangalore, Karnataka",Client Corporation,CONT01895,2025-05-27,2028-03-12,,34,,,In Progress,Foundation,14.08,4358657093.2,660543355.03,3698113738.17,15.15,179,25,64,1,6,26,3,8,79,Low,0.1142,74.12,90.72,55.05,66.79,0.875,1.02,76.68,Neha Gupta,General Manager,2026-01-01,Minor delays expected,11.54,-12.5,2.0
PROJ00396,Infrastructure - Kolkata Phase 2,Infrastructure,"Ahmedabad, Gujarat",Client Infrastructure Ltd,CONT01755,2026-01-05,2027-04-30,,16,,,Mobilization,Pre-Construction,4.69,343577361.21,16912132.06,326665229.15,4.92,113,44,392,2,8,12,0,11,28,Low,0.3464,84.93,84.99,54.4,89.73,1.029,1.006,88.45,Suresh Patel,Regional Head,2026-01-04,Awaiting approvals,0.0,2.9,0.6
PROJ00397,Port Development - Bangalore Phase 3,Port Development,"Lucknow, Uttar Pradesh",Client Group,CONT01995,2023-06-05,2025-03-26,,22,,,Cancelled,Warranty,13.34,1809111052.38,241073322.14,1568037730.25,13.33,115,47,124,10,10,14,1,8,35,Critical,0.9473,85.52,91.18,77.99,85.39,1.059,0.998,81.9,Priya Singh,Director - Projects,2026-01-07,Environmental clearance pending,7.14,5.9,-0.2
PROJ00398,Hotel & Resort - Kolkata Phase 2,Hotel & Resort,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT00440,2023-06-23,2025-03-14,2025-06-14,21,24.1,3.1,Closed,Warranty,91.6,1077532727.68,1114532599.64,-36999871.95,103.43,67,21,224,8,7,14,12,0,64,Critical,0.799,90.04,76.98,80.76,63.78,1.045,0.908,73.61,Amit Kumar,General Manager,2026-01-03,Budget constraints,85.71,4.5,-9.2
PROJ00399,Wind Farm - Chennai Phase 2,Wind Farm,"Ahmedabad, Gujarat",Client Infrastructure Ltd,CONT00170,2023-03-10,2024-05-03,2024-05-09,14,14.2,0.2,Closed,Warranty,87.92,131766553.06,149338028.86,-17571475.81,113.34,110,38,357,3,21,15,13,0,57,High,0.8401,80.88,73.06,97.89,85.4,1.022,0.757,97.92,Priya Singh,Director - Projects,2026-01-05,Stakeholder concerns,86.67,2.2,-24.3
PROJ00400,IT Park - Ahmedabad Phase 1,IT Park,"Chennai, Tamil Nadu",Client Pvt Ltd,CONT01944,2023-10-09,2025-01-31,2025-03-15,16,17.4,1.4,Closed,Warranty,99.58,358627767.64,424807441.31,-66179673.67,118.45,20,9,178,9,29,15,14,0,27,Critical,0.6626,92.0,85.79,62.67,90.58,1.011,0.938,77.27,Priya Singh,Managing Director,2026-01-05,,93.33,1.1,-6.2
PROJ00401,Shopping Mall - Ahmedabad Phase 3,Shopping Mall,"Hyderabad, Telangana",Client Corporation,CONT00145,2024-09-30,2026-07-22,,22,,,In Progress,MEP Installation,63.7,4749534975.93,2943283041.11,1806251934.81,61.97,133,14,394,5,25,24,15,12,70,Low,0.1054,63.52,75.89,53.59,71.95,0.881,1.099,83.63,Suresh Patel,Regional Head,2026-01-06,Weather delays,62.5,-11.9,9.9
PROJ00402,Port Development - Mumbai Phase 2,Port Development,"Kochi, Kerala",Client Group,,2023-05-27,2024-11-17,,18,,,Delayed,Testing & Commissioning,98.14,1609465666.31,1680316749.68,-70851083.37,104.4,77,38,102,2,18,18,17,6,17,Critical,0.6724,85.5,82.31,58.06,96.19,0.792,0.782,90.01,Rajesh Sharma,CEO,2026-01-03,Weather delays,94.44,-20.8,-21.8
PROJ00403,Industrial Facility - Mumbai Phase 1,Industrial Facility,"Nagpur, Maharashtra",Client Developers,CONT01014,2024-10-10,2027-09-25,,36,,,Delayed,Structural Work,33.12,7376761797.0,2526418506.18,4850343290.82,34.25,389,29,360,9,1,21,6,15,22,Critical,0.6126,63.23,94.34,55.71,83.2,0.813,1.071,94.46,Rajesh Sharma,VP - Infrastructure,2026-01-07,Weather delays,28.57,-18.7,7.1
PROJ00404,Warehouse - Indore Phase 2,Warehouse,"Kochi, Kerala",Client Developers,CONT01071,2025-10-22,2027-04-15,,18,,,Mobilization,Pre-Construction,14.32,1297990421.93,185760615.35,1112229806.58,14.31,94,31,460,1,5,20,2,11,45,Medium,0.3283,86.73,77.55,73.91,78.33,1.098,1.003,93.81,Arun Mehta,Director - Projects,2026-01-04,Stakeholder concerns,10.0,9.8,0.3
PROJ00405,Educational Institute - Lucknow Phase 2,Educational Institute,"Nagpur, Maharashtra",Client Developers,CONT01600,2025-01-19,2026-08-12,,19,,,In Progress,MEP Installation,70.55,1629795788.89,1258996207.39,370799581.5,77.25,101,24,101,2,11,20,14,6,100,Medium,0.303,78.65,87.38,76.48,92.24,1.074,1.101,98.78,Arun Mehta,CEO,2026-01-02,On track,70.0,7.4,10.1
PROJ00406,Infrastructure - Hyderabad Phase 3,Infrastructure,"Chennai, Tamil Nadu",Client Infrastructure Ltd,CONT01148,2024-05-10,2026-04-30,,24,,,Near Completion,Finishing Work,65.34,244277165.66,153858949.15,90418216.51,62.99,173,47,257,5,8,17,11,7,88,Very Low,0.4579,75.98,78.89,82.24,77.7,0.86,1.06,90.03,Rajesh Sharma,CEO,2026-01-03,On track,64.71,-14.0,6.0
PROJ00407,Hotel & Resort - Hyderabad Phase 3,Hotel & Resort,"Hyderabad, Telangana",Client Corporation,CONT00902,2024-10-21,2025-12-15,,14,,,Near Completion,Testing & Commissioning,92.44,1263218977.44,1256060407.95,7158569.49,99.43,126,40,332,10,17,23,21,4,100,Very Low,0.3062,85.44,85.33,71.95,74.81,1.075,1.137,79.6,Vikram Reddy,CEO,2026-01-02,Minor delays expected,91.3,7.5,13.7
PROJ00408,Data Center - Bangalore Phase 2,Data Center,"Kochi, Kerala",Client Corporation,CONT01186,2025-04-18,2027-01-08,,21,,,On Hold,Structural Work,46.06,1669958136.59,757022479.2,912935657.39,45.33,109,50,409,9,7,10,4,14,65,Medium,0.6396,77.23,66.86,54.75,82.4,0.99,0.962,80.43,Rajesh Sharma,VP - Infrastructure,2026-01-05,Minor delays expected,40.0,-1.0,-3.8
PROJ00409,Manufacturing Unit - Pune Phase 1,Manufacturing Unit,"Nagpur, Maharashtra",Client Group,CONT01941,2025-11-11,2027-10-02,,23,,,Mobilization,Pre-Construction,4.31,353377895.61,15368253.8,338009641.8,4.35,189,33,208,9,6,29,1,11,79,Medium,0.4373,69.92,84.95,80.66,62.12,1.039,1.067,93.24,Vikram Reddy,Director - Projects,2026-01-06,Environmental clearance pending,3.45,3.9,6.7
PROJ00410,Industrial Facility - Surat Phase 2,Industrial Facility,"Nagpur, Maharashtra",Client Corporation,CONT00510,2025-01-04,2026-11-25,,23,,,In Progress,Structural Work,51.86,1847452852.99,968181135.19,879271717.8,52.41,458,48,248,7,16,25,12,6,100,Low,0.4482,64.16,77.02,53.36,63.63,0.915,0.99,80.54,Neha Gupta,CEO,2026-01-06,Weather delays,48.0,-8.5,-1.0
PROJ00411,Office Tower - Indore Phase 1,Office Tower,"Surat, Gujarat",Client Group,,2025-09-04,2027-10-24,,26,,,In Progress,Foundation,11.91,4933079238.09,559252696.71,4373826541.38,11.34,103,29,206,1,9,13,1,15,33,Medium,0.3817,85.78,98.45,56.6,94.88,1.078,1.07,87.22,Suresh Patel,CEO,2025-12-31,Budget constraints,7.69,7.8,7.0
PROJ00412,Hospital - Bangalore Phase 2,Hospital,"Mumbai, Maharashtra",Client Infrastructure Ltd,,2025-05-05,2027-10-22,,30,,,Mobilization,Foundation,12.16,3155478472.51,374016380.75,2781462091.76,11.85,45,36,148,10,8,27,3,14,67,Very Low,0.5987,87.6,97.82,82.5,62.62,0.912,0.978,98.81,Rajesh Sharma,Regional Head,2025-12-31,Awaiting approvals,11.11,-8.8,-2.2
PROJ00413,Water Treatment Plant - Mumbai Phase 2,Water Treatment Plant,"Mumbai, Maharashtra",Client Developers,CONT01864,2025-06-18,2027-02-08,,20,,,In Progress,Structural Work,57.36,1434191224.8,845833937.89,588357286.92,58.98,159,46,152,5,17,10,5,10,58,Low,0.1677,82.91,75.25,71.92,79.65,0.93,1.047,81.66,Rajesh Sharma,Managing Director,2025-12-31,Resource shortage,50.0,-7.0,4.7
PROJ00414,Manufacturing Unit - Nagpur Phase 1,Manufacturing Unit,"Surat, Gujarat",Client Pvt Ltd,,2025-07-08,2026-10-31,,16,,,On Hold,Foundation,49.23,1115155050.55,525407130.86,589747919.69,47.12,97,29,146,6,2,13,6,13,57,Medium,0.7471,80.52,80.18,50.33,78.29,0.896,0.994,79.61,Amit Kumar,VP - Infrastructure,2026-01-04,Vendor performance issues,46.15,-10.4,-0.6
PROJ00415,Metro Rail - Jaipur Phase 3,Metro Rail,"Jaipur, Rajasthan",Client Pvt Ltd,,2023-11-17,2026-12-01,,37,,,Near Completion,Structural Work,87.73,15817432326.69,14876277296.77,941155029.92,94.05,538,16,249,4,24,28,24,11,43,Low,0.5588,72.06,70.46,70.96,88.41,1.076,1.012,98.21,Neha Gupta,Regional Head,2026-01-03,Quality issues resolved,85.71,7.6,1.2
PROJ00416,Data Center - Mumbai Phase 2,Data Center,"Kochi, Kerala",Client Developers,CONT01726,2024-12-14,2027-08-31,,33,,,Delayed,Foundation,48.8,1422403356.12,706133140.75,716270215.36,49.64,189,49,164,2,5,27,13,7,42,High,0.6346,87.07,82.1,37.33,71.46,0.857,1.002,92.83,Neha Gupta,CEO,2026-01-01,Awaiting approvals,48.15,-14.3,0.2
PROJ00417,Industrial Facility - Surat Phase 2,Industrial Facility,"Hyderabad, Telangana",Client Corporation,CONT00074,2023-05-22,2026-02-05,,33,,,Near Completion,Finishing Work,92.29,2660304954.29,2613163401.1,47141553.19,98.23,134,20,273,10,21,28,25,3,36,Low,0.3191,64.28,85.9,51.44,60.57,0.888,1.122,77.52,Vikram Reddy,Director - Projects,2026-01-05,Weather delays,89.29,-11.2,12.2
PROJ00418,Office Tower - Hyderabad Phase 3,Office Tower,"Mumbai, Maharashtra",Client Developers,CONT01940,2024-05-19,2026-07-08,,26,,,In Progress,Structural Work,65.52,3461054975.13,2303543465.48,1157511509.65,66.56,132,9,481,4,6,26,17,4,97,Medium,0.3643,76.71,70.02,83.75,81.37,1.005,0.984,97.98,Rajesh Sharma,Managing Director,2026-01-02,On track,65.38,0.5,-1.6
PROJ00419,Highway Construction - Visakhapatnam Phase 1,Highway Construction,"Lucknow, Uttar Pradesh",Client Corporation,,2025-12-30,2030-12-04,,60,,,Planning,Pre-Construction,8.14,2076778834.41,166230470.19,1910548364.22,8.0,421,7,338,9,6,17,1,13,97,Very Low,0.1099,84.72,81.67,70.0,87.32,1.003,1.019,99.64,Neha Gupta,Managing Director,2025-12-31,Vendor performance issues,5.88,0.3,1.9
PROJ00420,Highway Construction - Kolkata Phase 3,Highway Construction,"Visakhapatnam, Andhra Pradesh",Client Group,CONT00588,2025-01-14,2028-12-24,,48,,,Mobilization,Pre-Construction,17.36,8249054310.46,1391487709.16,6857566601.3,16.87,335,31,413,9,6,24,4,14,63,Very Low,0.5937,63.75,86.93,57.28,77.76,0.947,1.023,79.78,Arun Mehta,Regional Head,2026-01-01,Budget constraints,16.67,-5.3,2.3
PROJ00421,Hospital - Hyderabad Phase 1,Hospital,"Hyderabad, Telangana",Client Corporation,CONT01942,2023-12-24,2026-01-12,2026-01-06,25,24.8,-0.2,Completed,Testing & Commissioning,96.44,988925817.93,1100733138.25,-111807320.32,111.31,96,44,261,1,21,16,15,0,33,High,0.6652,86.55,70.49,75.37,75.44,0.983,0.768,92.38,Arun Mehta,Director - Projects,2026-01-05,,93.75,-1.7,-23.2
PROJ00422,Water Treatment Plant - Jaipur Phase 1,Water Treatment Plant,"Bangalore, Karnataka",Client Developers,CONT00504,2025-04-14,2027-04-04,,24,,,Delayed,Structural Work,48.31,1108117410.52,559008627.39,549108783.13,50.45,29,48,99,2,1,14,6,10,55,High,0.6064,87.61,95.43,43.26,98.32,0.692,0.963,88.7,Suresh Patel,Regional Head,2026-01-02,Environmental clearance pending,42.86,-30.8,-3.7
PROJ00423,Office Tower - Kolkata Phase 2,Office Tower,"Nagpur, Maharashtra",Client Corporation,CONT00208,2025-02-13,2026-10-06,,20,,,In Progress,Structural Work,33.55,2343559508.86,813271361.3,1530288147.56,34.7,180,35,408,5,7,25,8,7,15,Medium,0.524,67.48,68.97,83.09,75.17,0.893,0.954,90.64,Priya Singh,Managing Director,2026-01-02,Vendor performance issues,32.0,-10.7,-4.6
PROJ00424,Sports Complex - Jaipur Phase 1,Sports Complex,"Kolkata, West Bengal",Client Pvt Ltd,CONT01939,2024-02-02,2025-06-26,2025-07-16,17,17.7,0.7,Completed,Handover,86.03,847869928.49,837162602.82,10707325.67,98.74,191,17,374,6,30,21,18,0,12,Low,0.4557,98.46,67.91,84.11,94.05,0.888,1.006,85.61,Neha Gupta,VP - Infrastructure,2026-01-07,Vendor performance issues,85.71,-11.2,0.6
PROJ00425,Solar Farm - Visakhapatnam Phase 1,Solar Farm,"Mumbai, Maharashtra",Client Corporation,CONT00539,2023-07-02,2024-12-23,,18,,,Cancelled,Testing & Commissioning,32.83,1352879991.77,444186055.38,908693936.39,32.83,28,13,496,10,7,18,5,12,59,Critical,0.8021,77.21,75.59,56.99,87.87,0.934,1.111,95.61,Amit Kumar,Regional Head,2026-01-01,Quality issues resolved,27.78,-6.6,11.1
PROJ00426,Data Center - Pune Phase 1,Data Center,"Pune, Maharashtra",Client Group,CONT01002,2024-06-09,2026-07-29,,26,,,In Progress,MEP Installation,87.56,1365822928.66,1193318829.81,172504098.85,87.37,150,12,61,3,12,10,8,2,19,Very Low,0.2215,65.31,67.27,70.02,89.46,0.935,1.132,72.11,Amit Kumar,Regional Head,2025-12-31,,80.0,-6.5,13.2
PROJ00427,Solar Farm - Indore Phase 3,Solar Farm,Delhi NCR,Client Infrastructure Ltd,,2025-03-28,2026-06-21,,15,,,Near Completion,Structural Work,65.57,274013260.81,182348079.44,91665181.37,66.55,195,19,157,1,11,19,12,10,87,Medium,0.1397,69.61,83.53,66.66,89.26,0.998,1.122,83.28,Priya Singh,Managing Director,2026-01-07,Minor delays expected,63.16,-0.2,12.2
