contract_id,vendor_id,vendor_name,contract_type,project_name,project_type,contract_value_lakhs,duration_months,start_date,planned_end_date,actual_end_date,status,percentage_complete,delivery_status,quality_rating,payment_terms,amount_paid_rs,retention_money_rs,penalty_amount_rs,penalty_reason,num_change_orders,change_order_value_lakhs,compliance_status,risk_level,signed_date,last_inspection_date,total_value_lakhs
CONT00428,VEN00368,Vendor 368,Maintenance,Metro Rail - Phase 5,Metro Rail,405.26,20,2025-03-13,2026-11-03,2026-12-24,Completed,100.0,Critical Delay,Average,Progress Payment,39951266.17,2026295.31,1826160.91,Delay in completion,7,54.64,Non-Compliant,High,2025-01-22,2025-11-15,459.9
CONT00429,VEN01897,Vendor 1897,Design & Build,Sewage Treatment Plant - Phase 3,Sewage Treatment Plant,785.41,14,2023-01-15,2024-03-10,,Under Review,40.5,Not Started,Good,As per milestones,24000974.2,0.0,0.0,None,3,43.03,Minor Issues,Low,2022-11-05,,828.4399999999999
CONT00430,VEN00109,Vendor 109,Consultancy,Bridge Construction - Phase 1,Bridge Construction,13.23,7,2025-01-08,2025-08-06,,Signed,40.55,Not Started,Poor,Milestone Based,530984.71,0.0,0.0,None,1,2.42,Compliant,Medium,2024-10-22,,15.65
CONT00431,VEN00231,Vendor 231,Cost Plus,Bus Terminal - Phase 2,Bus Terminal,18.42,7,2024-12-04,2025-07-02,,In Progress,95.0,Delayed,Average,Bank Guarantee,1585970.19,158597.02,18992.91,Labor shortage,10,0.39,Minor Issues,Medium,2024-10-27,2025-11-08,18.810000000000002
CONT00432,VEN01886,Vendor 1886,Supply,Port Development - Phase 4,Port Development,898.63,6,2024-05-05,2024-11-01,2025-01-10,Completed,100.0,Critical Delay,Good,Net 45 days,82341756.76,4493154.64,2004842.02,Quality issues,2,164.25,Compliant,Medium,2024-03-17,2025-10-16,1062.88
CONT00433,VEN01348,Vendor 1348,Construction,Power Plant - Phase 1,Power Plant,955.81,16,2025-03-19,2026-07-12,,On Hold,70.43,Not Started,Average,"Advance 10%, Balance on completion",64228095.53,0.0,0.0,None,0,0.0,Compliant,Low,2025-01-15,,955.81
CONT00434,VEN00190,Vendor 190,Design & Build,Water Treatment Plant - Phase 2,Water Treatment Plant,79.38,9,2025-06-09,2026-03-06,,Active,85.57,On Time,Good,Progress Payment,6565917.26,656591.73,0.0,None,3,13.53,Compliant,Low,2025-03-24,2025-11-06,92.91
CONT00435,VEN01508,Vendor 1508,Maintenance,Manufacturing Facility - Phase 5,Manufacturing Facility,69.9,8,2023-01-24,2023-09-21,,On Hold,44.27,Not Started,Below Average,Milestone Based,2906926.44,0.0,0.0,None,2,2.85,Compliant,Medium,2022-11-23,,72.75
CONT00436,VEN01258,Vendor 1258,Service,Hospital - Phase 4,Hospital,56.2,10,2024-09-05,2025-07-02,,In Progress,95.0,Delayed,Good,30-60-90 day terms,5044196.72,504419.67,93886.02,Safety violations,0,0.0,Minor Issues,Medium,2024-07-14,2025-12-12,56.2
CONT00437,VEN00262,Vendor 262,Time & Material,Sewage Treatment Plant - Phase 2,Sewage Treatment Plant,365.93,7,2025-07-05,2026-01-31,,Active,88.84,Ahead of Schedule,Good,Milestone Based,30091136.1,3009113.61,0.0,None,2,28.64,Compliant,Low,2025-06-10,2025-10-28,394.57
CONT00438,VEN00034,Vendor 34,Supply,IT Park - Phase 4,IT Park,26.4,9,2025-09-07,2026-06-04,2026-08-19,Completed,100.0,Critical Delay,Below Average,"Advance 10%, Balance on completion",2556995.35,131993.66,212743.0,Non-compliance,1,5.43,Compliant,High,2025-07-31,2025-12-04,31.83
CONT00439,VEN00380,Vendor 380,Supply,IT Park - Phase 5,IT Park,70.61,9,2025-11-02,2026-07-30,,Active,22.34,At Risk,Excellent,30-60-90 day terms,1240697.02,124069.7,0.0,None,3,15.52,Non-Compliant,Medium,2025-08-17,2025-11-23,86.13
CONT00440,VEN01267,Vendor 1267,Unit Rate,Solar Farm - Phase 4,Solar Farm,1350.54,16,2025-11-10,2027-03-05,,On Hold,17.83,Not Started,Excellent,Net 90 days,12484065.53,0.0,0.0,None,1,228.49,Compliant,Low,2025-09-01,,1579.03
CONT00441,VEN01725,Vendor 1725,Time & Material,Bus Terminal - Phase 5,Bus Terminal,37.08,10,2025-02-08,2025-12-05,,Signed,39.53,Not Started,Excellent,Net 60 days,1191973.49,0.0,0.0,None,1,4.88,Compliant,Low,2024-11-28,,41.96
CONT00442,VEN01199,Vendor 1199,Consultancy,Airport - Phase 3,Airport,850.45,7,2024-01-25,2024-08-22,,Active,95.0,Delayed,Average,Progress Payment,72463102.06,7246310.21,1992356.59,Non-compliance,2,125.43,Compliant,Medium,2023-11-09,2025-11-10,975.8800000000001
CONT00443,VEN00996,Vendor 996,Lump Sum,Stadium - Phase 5,Stadium,4620.29,27,2024-08-21,2026-11-09,,Active,62.79,Ahead of Schedule,Average,Letter of Credit,287166396.44,28716639.64,0.0,None,4,535.68,Compliant,Low,2024-06-04,2025-10-13,5155.97
CONT00444,VEN01923,Vendor 1923,Time & Material,Solar Farm - Phase 4,Solar Farm,118.73,15,2024-11-10,2026-02-03,,Signed,34.07,Not Started,Good,Net 90 days,3347216.63,0.0,0.0,None,3,27.54,Minor Issues,Low,2024-08-28,,146.27
CONT00445,VEN00269,Vendor 269,Maintenance,IT Park - Phase 4,IT Park,42488.63,47,2023-04-16,2027-02-24,,In Progress,73.15,Ahead of Schedule,Average,Net 45 days,2824453283.62,282445328.36,0.0,None,0,0.0,Compliant,Low,2023-01-29,2025-12-19,42488.63
CONT00446,VEN01626,Vendor 1626,Design & Build,Shopping Mall - Phase 3,Shopping Mall,60.11,3,2023-12-05,2024-03-04,,Terminated,34.99,Not Started,Good,Letter of Credit,2084380.9,0.0,0.0,None,0,0.0,Compliant,Low,2023-10-22,,60.11
CONT00447,VEN00248,Vendor 248,Lump Sum,Port Development - Phase 4,Port Development,40.63,8,2025-09-04,2026-05-02,,In Execution,47.43,At Risk,Good,As per milestones,1572194.9,157219.49,0.0,None,2,1.79,Compliant,Low,2025-06-25,2025-11-03,42.42
CONT00448,VEN01972,Vendor 1972,Supply,Road Construction - Phase 5,Road Construction,872.55,9,2025-09-14,2026-06-11,,In Execution,34.7,At Risk,Average,Net 90 days,22329355.09,2232935.51,0.0,None,0,0.0,Compliant,Low,2025-07-05,2025-10-28,872.55
CONT00449,VEN01021,Vendor 1021,Cost Plus,Bus Terminal - Phase 1,Bus Terminal,42.74,5,2025-04-01,2025-08-29,,On Hold,40.74,Not Started,Good,Net 30 days,1636135.79,0.0,0.0,None,4,4.21,Compliant,Low,2025-03-07,,46.95
CONT00450,VEN00545,Vendor 545,Annual Maintenance Contract,Refinery - Phase 4,Refinery,698.5,10,2023-07-29,2024-05-24,,On Hold,19.66,Not Started,Good,Progress Payment,7459201.46,0.0,0.0,None,6,96.89,Compliant,Low,2023-07-11,,795.39
CONT00451,VEN00907,Vendor 907,Service,SEZ Development - Phase 1,SEZ Development,3069.39,14,2025-06-18,2026-08-12,,Under Review,32.04,Not Started,Poor,Net 60 days,85008722.03,0.0,0.0,None,1,87.57,Minor Issues,Medium,2025-05-15,,3156.96
CONT00452,VEN01849,Vendor 1849,Unit Rate,Commercial Complex - Phase 5,Commercial Complex,23868.74,59,2024-03-25,2029-01-28,,Under Review,73.65,Not Started,Excellent,"Advance 10%, Balance on completion",1542972503.4,0.0,0.0,None,2,1283.62,Compliant,Low,2024-02-13,,25152.36
CONT00453,VEN01818,Vendor 1818,Lump Sum,Warehouse - Phase 5,Warehouse,727.72,18,2024-10-30,2026-04-23,,Terminated,15.9,Not Started,Good,Progress Payment,6293849.28,0.0,0.0,None,3,35.64,Non-Compliant,Medium,2024-09-09,,763.36
CONT00454,VEN00438,Vendor 438,Supply,Office Tower - Phase 5,Office Tower,406.64,11,2025-10-22,2026-09-17,,Active,31.14,Ahead of Schedule,Good,"Advance 10%, Balance on completion",9708330.64,970833.06,0.0,None,8,18.46,Compliant,Low,2025-08-21,2025-11-28,425.09999999999997
CONT00455,VEN01285,Vendor 1285,Lump Sum,Solar Farm - Phase 1,Solar Farm,68.59,4,2023-06-03,2023-10-01,,Terminated,50.07,Not Started,Excellent,"Advance 20%, Balance 80%",2759991.61,0.0,0.0,None,4,16.97,Compliant,Low,2023-03-12,,85.56
CONT00456,VEN01730,Vendor 1730,Unit Rate,Port Development - Phase 3,Port Development,70.02,12,2025-02-25,2026-02-20,,Awarded,46.38,Not Started,Good,"Advance 20%, Balance 80%",2885798.74,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-12-14,,70.02
CONT00457,VEN00201,Vendor 201,Service,Refinery - Phase 4,Refinery,1327.79,13,2023-07-22,2024-08-15,,In Progress,95.0,Delayed,Good,"Advance 20%, Balance 80%",117153150.5,11715315.05,2616538.52,Non-compliance,2,147.12,Compliant,Medium,2023-05-05,2025-10-11,1474.9099999999999
CONT00458,VEN00868,Vendor 868,Turnkey,Refinery - Phase 4,Refinery,2667.69,17,2025-02-16,2026-07-11,,In Execution,56.27,At Risk,Average,Net 60 days,124281384.93,12428138.49,0.0,None,2,378.02,Compliant,Low,2024-12-05,2025-11-01,3045.71
CONT00459,VEN00067,Vendor 67,Cost Plus,Metro Rail - Phase 5,Metro Rail,956.64,19,2025-04-27,2026-11-18,2027-01-21,Completed,100.0,Critical Delay,Average,Net 30 days,90662861.29,4783197.89,4756162.14,Delay in completion,9,85.86,Compliant,Medium,2025-03-25,2025-12-13,1042.5
CONT00460,VEN01606,Vendor 1606,Unit Rate,Hospital - Phase 1,Hospital,2220.66,21,2024-09-23,2026-06-15,,In Progress,81.14,Ahead of Schedule,Excellent,Letter of Credit,172451507.45,17245150.74,0.0,None,4,257.69,Compliant,Low,2024-06-28,2025-11-04,2478.35
CONT00461,VEN01844,Vendor 1844,Annual Maintenance Contract,Smart City - Phase 4,Smart City,748.03,10,2025-02-28,2025-12-25,,In Execution,95.0,At Risk,Average,30-60-90 day terms,67703649.43,6770364.94,0.0,None,4,70.91,Minor Issues,Low,2024-12-23,2025-11-12,818.9399999999999
CONT00462,VEN00477,Vendor 477,Design & Build,Power Plant - Phase 5,Power Plant,70.34,10,2024-05-19,2025-03-15,2025-03-27,Completed,100.0,Delayed,Average,Bank Guarantee,6590776.08,351699.73,133829.55,Safety violations,0,0.0,Compliant,Medium,2024-04-10,2025-10-13,70.34
CONT00463,VEN01110,Vendor 1110,Unit Rate,SEZ Development - Phase 1,SEZ Development,28478.92,54,2023-02-13,2027-07-22,,Active,57.78,At Risk,Below Average,Net 60 days,1371324563.23,137132456.32,0.0,None,1,1917.63,Minor Issues,Medium,2022-11-16,2025-11-05,30396.55
CONT00464,VEN00174,Vendor 174,Lump Sum,Warehouse - Phase 3,Warehouse,140.49,6,2024-01-12,2024-07-10,,Awarded,22.64,Not Started,Excellent,Letter of Credit,2734087.43,0.0,0.0,None,1,6.51,Compliant,Low,2023-12-07,,147.0
CONT00465,VEN00585,Vendor 585,Service,Metro Rail - Phase 3,Metro Rail,1616.91,25,2024-12-27,2027-01-16,,Active,52.42,Ahead of Schedule,Good,As per milestones,83817069.36,8381706.94,0.0,None,1,151.36,Compliant,Low,2024-11-01,2025-11-28,1768.27
CONT00466,VEN00770,Vendor 770,Supply,Commercial Complex - Phase 2,Commercial Complex,63.73,6,2023-03-05,2023-09-01,,In Execution,95.0,Delayed,Good,Net 45 days,5882771.43,588277.14,105923.7,Safety violations,1,8.37,Compliant,Medium,2023-01-20,2025-12-29,72.1
CONT00467,VEN00552,Vendor 552,Lump Sum,Stadium - Phase 1,Stadium,59.92,5,2024-03-25,2024-08-22,,Awarded,41.22,Not Started,Average,Letter of Credit,2348060.42,0.0,0.0,None,6,6.34,Non-Compliant,Medium,2024-02-08,,66.26
CONT00468,VEN01101,Vendor 1101,Design & Build,Hotel - Phase 4,Hotel,83.14,12,2024-04-25,2025-04-20,,In Progress,95.0,Delayed,Below Average,Milestone Based,7670885.37,767088.54,216052.16,Safety violations,1,8.38,Compliant,High,2024-01-27,2025-10-27,91.52
CONT00469,VEN00577,Vendor 577,Construction,Metro Rail - Phase 5,Metro Rail,370.57,18,2025-04-01,2026-09-23,,In Progress,56.54,Ahead of Schedule,Below Average,Net 90 days,18689577.1,1868957.71,0.0,None,6,34.54,Compliant,Medium,2025-02-02,2025-10-11,405.11
CONT00470,VEN00536,Vendor 536,Cost Plus,School - Phase 3,School,98.47,8,2024-10-03,2025-05-31,,Signed,77.13,Not Started,Good,As per milestones,7463410.61,0.0,0.0,None,5,15.76,Compliant,Low,2024-09-17,,114.23
CONT00471,VEN01378,Vendor 1378,Service,Hospital - Phase 5,Hospital,3813.2,36,2023-09-26,2026-09-10,,In Execution,68.85,At Risk,Below Average,30-60-90 day terms,259564308.9,25956430.89,0.0,None,0,0.0,Minor Issues,Medium,2023-07-17,2025-12-16,3813.2
CONT00472,VEN00723,Vendor 723,Design & Build,Railway Station - Phase 5,Railway Station,259.47,6,2025-03-28,2025-09-24,,Signed,35.93,Not Started,Good,Net 30 days,8748854.57,0.0,0.0,None,0,0.0,Compliant,Low,2025-01-27,,259.47
CONT00473,VEN00393,Vendor 393,Supply,Railway Station - Phase 5,Railway Station,827.57,13,2024-08-16,2025-09-10,,Signed,77.71,Not Started,Excellent,Milestone Based,56825865.49,0.0,0.0,None,3,56.35,Compliant,Low,2024-06-12,,883.9200000000001
CONT00474,VEN00228,Vendor 228,Maintenance,Stadium - Phase 5,Stadium,596.61,24,2024-12-14,2026-12-04,2027-04-03,Completed,100.0,Critical Delay,Excellent,Net 45 days,58900405.56,2983033.34,5276288.95,Labor shortage,4,111.95,Compliant,Medium,2024-11-27,2025-10-24,708.5600000000001
CONT00475,VEN01259,Vendor 1259,Maintenance,Manufacturing Facility - Phase 5,Manufacturing Facility,1007.82,25,2025-08-24,2027-09-13,,Under Review,40.28,Not Started,Poor,"Advance 10%, Balance on completion",39366648.1,0.0,0.0,None,2,135.03,Compliant,Medium,2025-08-04,,1142.8500000000001
CONT00476,VEN01811,Vendor 1811,Cost Plus,Port Development - Phase 1,Port Development,47.81,10,2024-03-01,2024-12-26,,Active,95.0,Delayed,Good,Bank Guarantee,4155417.92,415541.79,140798.88,Quality issues,1,1.77,Compliant,Medium,2024-01-25,2025-11-19,49.580000000000005
CONT00477,VEN00637,Vendor 637,Supply,Data Center - Phase 1,Data Center,48.88,3,2024-01-24,2024-04-23,,Terminated,27.3,Not Started,Good,"Advance 20%, Balance 80%",927438.89,0.0,0.0,None,4,6.82,Compliant,Low,2023-12-31,,55.7
CONT00478,VEN01589,Vendor 1589,Unit Rate,Warehouse - Phase 4,Warehouse,3501.4,30,2025-03-28,2027-09-14,2027-08-30,Completed,100.0,On Time,Below Average,Progress Payment,339170352.48,17506975.15,0.0,None,4,122.4,Compliant,Medium,2025-01-16,2025-12-24,3623.8
CONT00479,VEN00618,Vendor 618,Unit Rate,Data Center - Phase 4,Data Center,70.98,11,2025-08-24,2026-07-20,,Terminated,69.5,Not Started,Good,Bank Guarantee,4399064.85,0.0,0.0,None,1,11.21,Compliant,Low,2025-08-08,,82.19
CONT00480,VEN00929,Vendor 929,Design & Build,School - Phase 4,School,3476.92,22,2025-10-16,2027-08-07,,Signed,46.2,Not Started,Average,Net 45 days,157080412.58,0.0,0.0,None,2,123.55,Minor Issues,Low,2025-09-07,,3600.4700000000003
CONT00481,VEN01853,Vendor 1853,Unit Rate,Bridge Construction - Phase 5,Bridge Construction,47.89,12,2023-06-12,2024-06-06,,In Progress,95.0,Delayed,Average,Net 30 days,4488462.76,448846.28,76127.92,Labor shortage,6,9.27,Compliant,Medium,2023-03-20,2025-12-13,57.16
CONT00482,VEN00302,Vendor 302,Turnkey,Sewage Treatment Plant - Phase 5,Sewage Treatment Plant,431.95,6,2023-01-13,2023-07-12,,In Progress,95.0,Delayed,Good,Letter of Credit,37325826.21,3732582.62,587249.33,Non-compliance,7,72.28,Compliant,Medium,2022-12-21,2025-11-18,504.23
CONT00483,VEN00388,Vendor 388,Time & Material,Shopping Mall - Phase 4,Shopping Mall,398.03,24,2024-01-21,2026-01-10,,Terminated,39.31,Not Started,Good,Milestone Based,12158894.58,0.0,0.0,None,5,53.36,Minor Issues,Low,2023-12-09,,451.39
CONT00484,VEN01420,Vendor 1420,Consultancy,School - Phase 5,School,53.27,8,2023-10-31,2024-06-27,,On Hold,38.02,Not Started,Average,Net 30 days,1832055.11,0.0,0.0,None,0,0.0,Compliant,Low,2023-10-02,,53.27
CONT00485,VEN00292,Vendor 292,Maintenance,School - Phase 2,School,921.44,17,2025-09-10,2027-02-02,,Active,17.32,At Risk,Good,Net 90 days,7797178.33,779717.83,0.0,None,3,90.45,Compliant,Low,2025-08-04,2025-12-06,1011.8900000000001
CONT00486,VEN00045,Vendor 45,Service,Railway Station - Phase 3,Railway Station,1083.98,33,2025-03-02,2027-11-17,,Awarded,55.84,Not Started,Below Average,"Advance 20%, Balance 80%",50382837.75,0.0,0.0,None,1,81.55,Minor Issues,Medium,2025-01-25,,1165.53
CONT00487,VEN01928,Vendor 1928,Lump Sum,Smart City - Phase 5,Smart City,4513.55,14,2025-04-10,2026-06-04,,In Progress,72.42,On Time,Average,Net 90 days,302817861.33,30281786.13,0.0,None,3,420.34,Compliant,Low,2025-02-23,2025-12-26,4933.89
CONT00488,VEN01563,Vendor 1563,Unit Rate,Stadium - Phase 2,Stadium,2176.73,16,2024-02-06,2025-05-31,,On Hold,13.73,Not Started,Average,Net 60 days,11347520.37,0.0,0.0,None,6,487.03,Compliant,Low,2024-01-12,,2663.76
CONT00489,VEN01607,Vendor 1607,Turnkey,Smart City - Phase 5,Smart City,55.78,11,2023-11-03,2024-09-28,,Signed,46.32,Not Started,Good,As per milestones,2375114.99,0.0,0.0,None,3,10.3,Compliant,Low,2023-09-15,,66.08
CONT00490,VEN01191,Vendor 1191,Design & Build,Data Center - Phase 5,Data Center,286.48,12,2023-05-28,2024-05-22,,On Hold,37.71,Not Started,Good,Progress Payment,9167146.27,0.0,0.0,None,5,30.38,Compliant,Low,2023-04-26,,316.86
CONT00491,VEN01540,Vendor 1540,Supply,Sewage Treatment Plant - Phase 4,Sewage Treatment Plant,307.16,7,2023-05-01,2023-11-27,,In Execution,95.0,Delayed,Good,Milestone Based,27851699.32,2785169.93,771358.53,Safety violations,1,33.16,Compliant,Medium,2023-03-18,2025-11-28,340.32000000000005
CONT00492,VEN01322,Vendor 1322,Supply,Solar Farm - Phase 1,Solar Farm,55.16,11,2025-07-01,2026-05-27,,Terminated,74.86,Not Started,Excellent,Net 45 days,3930621.64,0.0,0.0,None,2,5.34,Compliant,Low,2025-05-15,,60.5
CONT00493,VEN00620,Vendor 620,Cost Plus,Railway Station - Phase 3,Railway Station,64.36,5,2024-06-22,2024-11-19,,Active,95.0,Delayed,Good,"Advance 20%, Balance 80%",5610445.74,561044.57,184370.41,Non-compliance,4,12.51,Compliant,Medium,2024-04-03,2025-12-12,76.87
CONT00494,VEN01773,Vendor 1773,Design & Build,Port Development - Phase 2,Port Development,1839.5,19,2023-01-17,2024-08-09,,In Execution,95.0,Delayed,Average,Milestone Based,168486074.84,16848607.48,2359503.0,Delay in completion,0,0.0,Minor Issues,Medium,2022-11-10,2025-12-05,1839.5
CONT00495,VEN00899,Vendor 899,Turnkey,Bus Terminal - Phase 5,Bus Terminal,22.51,5,2024-03-23,2024-08-20,,Active,95.0,Delayed,Average,"Advance 20%, Balance 80%",2061545.66,206154.57,35205.35,Non-compliance,3,4.4,Compliant,Medium,2024-01-30,2025-11-20,26.910000000000004
CONT00496,VEN01203,Vendor 1203,Construction,Stadium - Phase 1,Stadium,1614.76,22,2023-09-30,2025-07-21,,Awarded,24.29,Not Started,Good,Letter of Credit,32989623.69,0.0,0.0,None,2,154.43,Non-Compliant,Medium,2023-08-08,,1769.19
CONT00497,VEN00191,Vendor 191,Service,Road Construction - Phase 5,Road Construction,84.38,12,2023-03-14,2024-03-08,,Active,95.0,Delayed,Excellent,Progress Payment,7776866.71,777686.67,103602.07,Quality issues,2,10.51,Compliant,Medium,2023-02-26,2025-12-10,94.89
CONT00498,VEN00670,Vendor 670,Design & Build,Wind Farm - Phase 2,Wind Farm,10811.2,50,2023-04-04,2027-05-13,2027-07-21,Completed,100.0,Critical Delay,Poor,Net 90 days,1067072277.97,54055975.53,48413152.36,Quality issues,4,1869.28,Compliant,High,2023-01-06,2025-11-22,12680.480000000001
CONT00499,VEN01204,Vendor 1204,Consultancy,Office Tower - Phase 4,Office Tower,10.67,5,2023-06-10,2023-11-07,2024-01-18,Completed,100.0,Critical Delay,Average,Net 90 days,1010881.43,53349.49,96390.95,Labor shortage,2,1.63,Minor Issues,Medium,2023-04-20,2025-10-10,12.3
CONT00500,VEN01805,Vendor 1805,Turnkey,Solar Farm - Phase 3,Solar Farm,841.09,11,2023-08-11,2024-07-06,,On Hold,22.57,Not Started,Average,Progress Payment,15132987.5,0.0,0.0,None,5,52.31,Compliant,Low,2023-06-07,,893.4000000000001
CONT00501,VEN01431,Vendor 1431,Construction,Port Development - Phase 2,Port Development,66.53,7,2025-07-25,2026-02-20,,On Hold,73.61,Not Started,Good,Letter of Credit,4816540.04,0.0,0.0,None,1,12.89,Compliant,Low,2025-05-30,,79.42
CONT00502,VEN00840,Vendor 840,Turnkey,Metro Rail - Phase 3,Metro Rail,14.02,3,2025-07-12,2025-10-10,,Signed,36.68,Not Started,Average,Net 90 days,458559.58,0.0,0.0,None,0,0.0,Compliant,Low,2025-06-10,,14.02
CONT00503,VEN00670,Vendor 670,Time & Material,IT Park - Phase 4,IT Park,161.41,23,2024-07-30,2026-06-20,,Signed,19.82,Not Started,Average,Net 60 days,2923522.46,0.0,0.0,None,0,0.0,Compliant,Low,2024-06-08,,161.41
CONT00504,VEN00255,Vendor 255,Lump Sum,IT Park - Phase 4,IT Park,70.43,3,2024-05-28,2024-08-26,,In Progress,95.0,Delayed,Good,As per milestones,6666145.05,666614.5,73271.62,Labor shortage,3,14.96,Minor Issues,Medium,2024-04-30,2025-11-12,85.39000000000001
CONT00505,VEN01414,Vendor 1414,Maintenance,School - Phase 1,School,143.8,18,2024-10-21,2026-04-14,,On Hold,36.23,Not Started,Good,Net 45 days,5186046.3,0.0,0.0,None,0,0.0,Compliant,Low,2024-09-12,,143.8
CONT00506,VEN01393,Vendor 1393,Time & Material,Industrial Plant - Phase 2,Industrial Plant,9347.14,34,2024-12-31,2027-10-17,,Active,34.78,At Risk,Excellent,"Advance 20%, Balance 80%",294971501.8,29497150.18,0.0,None,2,1529.89,Minor Issues,Low,2024-10-27,2025-11-07,10877.029999999999
CONT00507,VEN00248,Vendor 248,Consultancy,Airport - Phase 1,Airport,256.26,18,2024-03-01,2025-08-23,,Active,95.0,Delayed,Good,Net 45 days,22658554.46,2265855.45,544515.99,Safety violations,1,9.09,Compliant,Medium,2024-01-08,2025-10-16,265.34999999999997
CONT00508,VEN01024,Vendor 1024,Supply,Refinery - Phase 5,Refinery,4688.9,30,2024-12-22,2027-06-10,,Terminated,77.13,Not Started,Average,30-60-90 day terms,329016410.52,0.0,0.0,None,3,1142.42,Compliant,Low,2024-10-26,,5831.32
CONT00509,VEN00360,Vendor 360,Time & Material,SEZ Development - Phase 3,SEZ Development,34986.68,28,2024-01-22,2026-05-11,,Active,87.41,Ahead of Schedule,Good,30-60-90 day terms,2798606031.98,279860603.2,0.0,None,2,6369.84,Compliant,Low,2024-01-05,2025-10-14,41356.520000000004
CONT00510,VEN01555,Vendor 1555,Supply,Sewage Treatment Plant - Phase 2,Sewage Treatment Plant,4028.98,31,2025-06-29,2028-01-15,,Active,13.4,At Risk,Good,Net 90 days,47862565.5,4786256.55,0.0,None,1,115.71,Minor Issues,Low,2025-04-19,2025-11-19,4144.69
CONT00511,VEN00275,Vendor 275,Maintenance,Power Plant - Phase 1,Power Plant,979.81,15,2025-10-21,2027-01-14,,On Hold,69.29,Not Started,Good,Net 90 days,65869997.05,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-09-05,,979.81
CONT00512,VEN01642,Vendor 1642,Time & Material,Refinery - Phase 2,Refinery,443.34,16,2024-11-28,2026-03-23,,Signed,54.08,Not Started,Excellent,Milestone Based,23667530.78,0.0,0.0,None,0,0.0,Compliant,Low,2024-10-26,,443.34
CONT00513,VEN01922,Vendor 1922,Consultancy,Bridge Construction - Phase 1,Bridge Construction,59.4,6,2024-08-12,2025-02-08,,In Execution,95.0,Delayed,Average,"Advance 10%, Balance on completion",5545138.55,554513.85,66067.17,Quality issues,0,0.0,Compliant,Medium,2024-06-22,2025-10-19,59.4
