change_order_id,co_number,project_id,contract_id,change_type,change_description,initiator,date_raised,review_start_date,approval_date,rejection_date,implementation_date,closure_date,status,priority,original_contract_value,change_order_value,co_percentage,is_increase,schedule_impact_days,impact_areas,justification,approver,num_revisions,num_documents,rejection_reason,risk_level,contingency_used_pct,notes,processing_days
CO00684,9,PROJ00579,CONT00657,Value Engineering,Value Engineering - External Works,Project Manager,2025-03-13,2025-03-17,2025-03-21,,2025-04-08,,Implemented,Medium,4726811673.26,13947879.97,0.3,True,12,"Cost, Schedule",Quality enhancement,Technical Head,3,6,,Medium,79.46,Schedule impact being assessed,8
CO00685,45,PROJ01579,CONT01401,Scope Reduction,Scope Reduction - Facade,Client,2025-06-28,2025-07-03,2025-08-08,,2025-08-16,2025-10-01,Closed,Low,4739221290.77,-16741751.87,0.35,False,7,"Cost, Schedule, Scope",Client requirement,Project Director,2,8,,Low,0.0,Design team reviewing,41
CO00686,4,PROJ01975,CONT01102,Client Request,Client Request - Interior,Consultant,2024-08-04,2024-08-08,2024-08-22,,,,Approved,High,1917037231.75,54877467.13,2.86,True,43,"Cost, Schedule",Quality enhancement,Client Representative,3,5,,Low,13.17,Approved with conditions,18
CO00687,45,PROJ00422,CONT01844,Specification Change,Specification Change - MEP System,Client,2025-05-05,2025-05-09,,,,,Cancelled,Medium,3332011539.39,87286748.18,2.62,True,6,"Cost, Schedule, Resources",Quality enhancement,Commercial Manager,0,4,,Low,0.0,Cost analysis in progress,
CO00688,17,PROJ01274,CONT01370,Client Request,Client Request - Interior,Site Engineer,2025-06-11,2025-06-12,2025-07-14,,2025-08-12,,Implemented,Medium,4707336682.12,48000453.86,1.02,True,43,"Cost, Schedule",Cost optimization,Client Representative,3,6,,Low,53.86,Approved with conditions,33
CO00689,50,PROJ00086,CONT01426,Value Engineering,Value Engineering - Foundation Work,Project Manager,2025-10-26,2025-10-27,2025-11-13,,2025-12-03,2025-12-28,Closed,High,3224225569.97,-32708239.75,1.01,False,42,"Cost, Schedule, Resources",Technical necessity,CEO,5,8,,Medium,0.0,Schedule impact being assessed,18
CO00690,37,PROJ00584,CONT01753,Quantity Increase,Quantity Increase - Building Wing,Contractor,2024-11-28,2024-12-02,2024-12-17,,,,Approved,High,4132099655.56,133183851.01,3.22,True,45,"Cost, Schedule, Resources",Risk mitigation,Commercial Manager,3,3,,Low,26.01,Approved with conditions,19
CO00691,49,PROJ00378,CONT00172,Design Change,Design Change - Foundation Work,Regulatory Authority,2024-12-23,2024-12-28,2025-01-11,,2025-02-07,2025-02-25,Closed,High,2246731951.22,-28586193.8,1.27,False,81,"Cost, Schedule",Client requirement,Client Representative,2,6,,Low,0.0,Design team reviewing,19
CO00692,42,PROJ00947,CONT00411,Scope Reduction,Scope Reduction - Structure,Regulatory Authority,2025-08-03,2025-08-05,2025-08-31,,,,Approved,Low,4739424318.3,-26268540.64,0.55,False,-16,"Cost, Schedule, Scope, Resources",Client requirement,Project Director,1,10,,Medium,0.0,Client approval pending,28
CO00693,21,PROJ00294,CONT01121,Scope Reduction,Scope Reduction - Building Wing,Contractor,2024-11-13,2024-11-16,2024-12-13,,2024-12-17,2024-12-31,Closed,Medium,2638431840.52,-2838166.93,0.11,False,-20,"Cost, Schedule, Scope",Regulatory compliance,Project Director,4,2,,Medium,0.0,Under technical review,30
CO00694,49,PROJ01756,CONT00460,Scope Reduction,Scope Reduction - Facade,Contractor,2025-12-17,2025-12-21,,,,,Commercial Review,Low,3279426881.21,-45718949.97,1.39,False,6,"Cost, Schedule, Scope",Unforeseen circumstances,CEO,1,9,,Medium,0.0,Design team reviewing,
CO00695,31,PROJ01304,CONT00932,Material Substitution,Material Substitution - Structure,Design Team,2025-05-22,2025-05-26,,,,,Cancelled,Medium,807596265.57,45563982.13,5.64,True,-19,"Cost, Schedule, Risk",Design improvement,Project Director,3,6,,Medium,0.0,Urgent approval required,
CO00696,46,PROJ00942,CONT00841,Safety Requirement,Safety Requirement - External Works,Project Manager,2024-11-21,2024-11-25,,2024-12-09,,,Rejected,Medium,712618681.17,43974986.32,6.17,True,-2,"Cost, Schedule, Risk",Schedule optimization,Commercial Manager,3,7,Not justified,High,0.0,Approved with conditions,18
CO00697,34,PROJ00273,CONT01482,Quality Upgrade,Quality Upgrade - Foundation Work,Project Manager,2025-06-25,2025-06-30,2025-07-25,,2025-08-11,2025-09-20,Closed,Medium,2885094307.76,142460725.69,4.94,True,31,"Cost, Schedule, Quality",Quality enhancement,Client Representative,3,4,,Medium,17.61,,30
CO00698,50,PROJ00616,CONT01853,Client Request,Client Request - Building Wing,Project Manager,2025-05-29,2025-06-03,2025-07-02,,2025-07-10,,Implemented,Low,1754647448.68,83488698.11,4.76,True,27,"Cost, Schedule",Client requirement,Commercial Manager,4,4,,Medium,78.85,Client approval pending,34
CO00699,37,PROJ01314,CONT00824,Quality Upgrade,Quality Upgrade - Foundation Work,Regulatory Authority,2025-02-16,2025-02-20,2025-03-15,,2025-04-06,2025-05-29,Closed,High,2396040841.22,130864364.37,5.46,True,-7,"Cost, Schedule, Quality, Resources, Risk",Site conditions,Project Director,0,2,,Medium,33.21,Under technical review,27
CO00700,23,PROJ00642,CONT01908,Quality Upgrade,Quality Upgrade - Interior,Consultant,2025-06-02,2025-06-07,,2025-06-21,,,Rejected,Low,1607053032.66,14573347.22,0.91,True,24,"Cost, Schedule, Quality, Resources",Quality enhancement,Project Manager,2,3,Client disapproval,Low,0.0,Client approval pending,19
CO00701,8,PROJ00335,CONT00851,Safety Requirement,Safety Requirement - Facade,Regulatory Authority,2025-07-28,2025-07-30,,,,,Cancelled,Medium,2852153949.49,44302373.53,1.55,True,29,"Cost, Schedule, Resources",Design improvement,Project Director,0,4,,Medium,0.0,,
CO00702,11,PROJ00777,CONT00977,Scope Addition,Scope Addition - Facade,Design Team,2024-10-12,2024-10-17,,,,,Cancelled,Low,2965966901.2,31365881.49,1.06,True,7,"Cost, Schedule, Scope, Resources",Quality enhancement,Project Manager,0,4,,Low,0.0,Schedule impact being assessed,
CO00703,10,PROJ01388,CONT00807,Specification Change,Specification Change - External Works,Project Manager,2025-02-12,2025-02-17,2025-03-22,,,,Approved,High,1532512368.9,68917280.01,4.5,True,35,"Cost, Schedule, Resources",Unforeseen circumstances,Commercial Manager,1,7,,Medium,23.44,Schedule impact being assessed,38
CO00704,2,PROJ01066,CONT01852,Unforeseen Condition,Unforeseen Condition - MEP System,Consultant,2025-11-14,2025-11-18,,,,,Under Review,Medium,3282085069.05,55077232.76,1.68,True,38,"Cost, Schedule",Client requirement,CEO,3,3,,Medium,0.0,Urgent approval required,
CO00705,40,PROJ00268,CONT01786,Scope Addition,Scope Addition - Interior,Client,2025-03-03,2025-03-06,2025-04-03,,2025-04-16,,Implemented,Medium,1965288464.56,136157548.94,6.93,True,53,"Cost, Schedule, Scope, Resources, Risk",Risk mitigation,Commercial Manager,3,7,,Medium,76.0,Schedule impact being assessed,31
CO00706,32,PROJ01132,CONT00396,Quantity Decrease,Quantity Decrease - MEP System,Contractor,2024-10-03,2024-10-08,,2024-10-11,,,Rejected,Medium,4602002962.62,-6070174.51,0.13,False,27,"Cost, Schedule, Resources",Design improvement,Project Director,1,3,Schedule impact unacceptable,Medium,0.0,Under technical review,8
CO00707,16,PROJ00316,CONT01172,Design Change,Design Change - External Works,Contractor,2025-12-28,2025-12-29,,,,,Commercial Review,High,3643224861.22,60475528.77,1.66,True,48,"Cost, Schedule",Unforeseen circumstances,Commercial Manager,5,7,,Low,0.0,Under technical review,
CO00708,9,PROJ00116,CONT01443,Quality Upgrade,Quality Upgrade - Interior,Contractor,2025-06-30,2025-07-02,2025-07-20,,2025-07-24,,Implemented,Critical,549349022.8,142951828.56,26.02,True,-15,"Cost, Schedule, Quality, Risk",Cost optimization,Technical Head,1,9,,High,59.58,,20
CO00709,12,PROJ01240,CONT01447,Unforeseen Condition,Unforeseen Condition - MEP System,Client,2024-10-10,2024-10-13,,,,,Cancelled,Medium,1006146451.74,-49052991.26,4.88,False,27,"Cost, Schedule",Risk mitigation,Client Representative,5,3,,Low,0.0,Cost analysis in progress,
CO00710,21,PROJ00384,CONT01738,Quality Downgrade,Quality Downgrade - Foundation Work,Regulatory Authority,2025-03-09,2025-03-12,2025-04-07,,,,Approved,Medium,3047614427.06,-26319413.77,0.86,False,3,"Cost, Schedule, Quality",Risk mitigation,CEO,2,6,,Low,0.0,Under technical review,29
CO00711,32,PROJ00127,CONT00129,Site Condition,Site Condition - Interior,Client,2024-10-23,2024-10-24,2024-11-19,,,,Approved,High,491762897.39,64665071.18,13.15,True,62,"Cost, Schedule, Risk",Unforeseen circumstances,Project Director,4,6,,Critical,41.56,,27
CO00712,20,PROJ00759,CONT01024,Unforeseen Condition,Unforeseen Condition - MEP System,Project Manager,2025-05-18,2025-05-22,2025-06-14,,2025-07-12,,Implemented,Medium,2977422719.71,-43595077.44,1.46,False,50,"Cost, Schedule, Resources",Schedule optimization,Commercial Manager,3,4,,Low,0.0,Approved with conditions,27
CO00713,2,PROJ00860,CONT01945,Material Substitution,Material Substitution - External Works,Design Team,2024-12-12,2024-12-16,2024-12-30,,2025-01-06,,Implemented,Medium,4949834456.03,44828955.62,0.91,True,-5,"Cost, Schedule",Regulatory compliance,Commercial Manager,3,4,,Medium,33.61,Urgent approval required,18
CO00714,11,PROJ01019,CONT00804,Quantity Decrease,Quantity Decrease - External Works,Site Engineer,2025-05-18,2025-05-20,2025-06-25,,2025-07-19,,Implemented,Medium,1030735689.28,-31127599.98,3.02,False,16,"Cost, Schedule, Resources",Quality enhancement,Project Director,2,9,,Medium,0.0,Client approval pending,38
CO00715,32,PROJ00482,CONT01063,Quality Upgrade,Quality Upgrade - Structure,Vendor,2025-12-24,2025-12-27,,,,,Commercial Review,Low,4788597903.47,96568747.71,2.02,True,6,"Cost, Schedule, Quality",Unforeseen circumstances,Client Representative,4,6,,Medium,0.0,Design team reviewing,
CO00716,9,PROJ01653,CONT01411,Site Condition,Site Condition - Facade,Vendor,2025-11-03,2025-11-06,2025-11-24,,,,Approved,Medium,186777958.95,5501277.47,2.95,True,36,"Cost, Schedule, Resources",Schedule optimization,Technical Head,2,7,,Low,73.13,Design team reviewing,21
CO00717,37,PROJ01601,CONT01296,Quality Downgrade,Quality Downgrade - Interior,Project Manager,2025-04-26,2025-04-27,2025-05-27,,2025-06-23,,Implemented,Medium,2494080808.46,-24548122.01,0.98,False,-14,"Cost, Schedule, Quality",Unforeseen circumstances,Technical Head,3,9,,Medium,0.0,Under technical review,31
CO00718,50,PROJ00921,CONT00798,Quality Upgrade,Quality Upgrade - External Works,Site Engineer,2025-08-13,2025-08-14,2025-09-09,,,,Approved,Medium,1882534038.68,117775095.13,6.26,True,15,"Cost, Schedule, Quality, Risk",Unforeseen circumstances,Client Representative,2,7,,High,78.97,Cost analysis in progress,27
CO00719,42,PROJ01688,CONT01661,Quality Upgrade,Quality Upgrade - Facade,Contractor,2025-03-10,2025-03-15,2025-04-04,,2025-04-14,,Implemented,Low,3693757598.08,111646757.75,3.02,True,-3,"Cost, Schedule, Quality, Resources",Cost optimization,Project Director,2,6,,Low,20.08,Urgent approval required,25
CO00720,42,PROJ00060,CONT01335,Client Request,Client Request - Building Wing,Design Team,2024-09-17,2024-09-22,2024-10-04,,2024-10-26,2024-11-28,Closed,Low,3901404831.99,98946962.67,2.54,True,13,"Cost, Schedule, Resources",Site conditions,Commercial Manager,2,5,,Medium,29.93,Client approval pending,17
CO00721,2,PROJ00662,CONT01959,Specification Change,Specification Change - Building Wing,Design Team,2024-09-05,2024-09-06,2024-10-09,,2024-11-01,,Implemented,Medium,1907227773.18,-2709690.3,0.14,False,31,"Cost, Schedule",Cost optimization,Technical Head,0,6,,Medium,0.0,Urgent approval required,34
CO00722,4,PROJ01809,CONT01048,Material Substitution,Material Substitution - Structure,Contractor,2025-10-29,2025-10-31,,2025-11-05,,,Rejected,Low,785566039.7,-34662017.39,4.41,False,-20,"Cost, Schedule",Quality enhancement,Commercial Manager,2,3,Alternative solution available,Medium,0.0,Urgent approval required,7
CO00723,42,PROJ01075,CONT00853,Regulatory Requirement,Regulatory Requirement - Interior,Consultant,2025-10-07,2025-10-10,2025-10-28,,2025-11-07,2025-11-15,Closed,Medium,4090384343.38,17274721.89,0.42,True,-8,"Cost, Schedule",Client requirement,CEO,1,9,,Low,12.95,Cost analysis in progress,21
CO00724,9,PROJ01946,CONT00313,Technical Issue,Technical Issue - MEP System,Design Team,2024-12-06,2024-12-09,2025-01-13,,2025-01-16,,Implemented,Low,3804219076.84,50539450.42,1.33,True,-14,"Cost, Schedule",Risk mitigation,Client Representative,4,2,,Low,26.07,,38
CO00725,45,PROJ00015,CONT00716,Design Change,Design Change - Facade,Design Team,2024-08-03,2024-08-04,2024-08-28,,,,Approved,Medium,4503036954.72,-25373123.14,0.56,False,32,"Cost, Schedule",Risk mitigation,Commercial Manager,1,5,,Medium,0.0,Design team reviewing,25
CO00726,17,PROJ00401,CONT00670,Regulatory Requirement,Regulatory Requirement - Building Wing,Site Engineer,2024-10-01,2024-10-05,2024-10-21,,2024-10-29,2024-11-10,Closed,Critical,241205642.99,40505178.61,16.79,True,26,"Cost, Schedule, Resources, Risk",Cost optimization,CEO,1,5,,Critical,68.31,Cost analysis in progress,20
CO00727,20,PROJ01816,CONT01215,Site Condition,Site Condition - Structure,Client,2025-05-16,2025-05-17,2025-06-11,,,,Approved,High,2877548307.64,82657064.32,2.87,True,37,"Cost, Schedule, Resources",Regulatory compliance,Project Manager,1,9,,Medium,60.4,,26
CO00728,49,PROJ00801,CONT01233,Schedule Change,Schedule Change - Structure,Vendor,2025-03-20,2025-03-25,2025-04-02,,,,Approved,High,3995515560.62,50053647.0,1.25,True,45,"Cost, Schedule",Client requirement,Project Director,2,2,,Medium,41.15,Client approval pending,13
CO00729,24,PROJ00200,CONT00110,Quality Upgrade,Quality Upgrade - Interior,Project Manager,2024-10-30,2024-10-31,2024-11-25,,2024-12-22,,Implemented,Medium,3735047781.43,59059040.14,1.58,True,2,"Cost, Schedule, Quality",Site conditions,Project Manager,3,5,,Low,74.36,Urgent approval required,26
CO00730,31,PROJ01803,CONT01907,Schedule Change,Schedule Change - Building Wing,Contractor,2025-10-10,2025-10-15,2025-11-03,,2025-11-14,2025-11-20,Closed,Medium,3651564246.79,18286686.62,0.5,True,41,"Cost, Schedule, Resources",Site conditions,Client Representative,1,3,,Medium,57.46,Urgent approval required,24
CO00731,28,PROJ00077,CONT01019,Value Engineering,Value Engineering - Structure,Consultant,2025-12-24,2025-12-27,,,,,Technical Review,Low,2926127362.23,-43394943.34,1.48,False,-11,"Cost, Schedule, Resources",Regulatory compliance,Project Director,5,6,,Low,0.0,Cost analysis in progress,
CO00732,1,PROJ01413,CONT00918,Scope Reduction,Scope Reduction - External Works,Regulatory Authority,2024-08-24,2024-08-25,2024-10-08,,2024-10-22,,Implemented,Low,3980622486.28,-36347327.54,0.91,False,-27,"Cost, Schedule, Scope",Schedule optimization,Project Manager,5,7,,Low,0.0,Design team reviewing,45
CO00733,23,PROJ01506,CONT01310,Client Request,Client Request - Foundation Work,Regulatory Authority,2024-12-21,2024-12-25,2025-01-31,,,,Approved,Low,2390672462.58,2115567.89,0.09,True,3,"Cost, Schedule, Resources",Quality enhancement,Project Director,4,6,,Low,33.3,Design team reviewing,41
CO00734,29,PROJ01322,CONT00956,Safety Requirement,Safety Requirement - External Works,Consultant,2025-11-24,2025-11-27,2026-01-04,,,,Approved,Medium,1782923430.06,87744802.45,4.92,True,25,"Cost, Schedule",Unforeseen circumstances,Client Representative,5,8,,Low,67.64,Under technical review,41
CO00735,3,PROJ01027,CONT01115,Technical Issue,Technical Issue - Building Wing,Client,2025-04-21,2025-04-24,2025-05-29,,2025-06-04,2025-06-29,Closed,Low,4679075801.35,49695540.9,1.06,True,-5,"Cost, Schedule, Resources",Risk mitigation,Technical Head,5,8,,Low,50.39,Approved with conditions,38
CO00736,7,PROJ01409,CONT01540,Quality Downgrade,Quality Downgrade - Interior,Vendor,2025-07-31,2025-08-05,2025-08-13,,2025-08-31,2025-09-14,Closed,Medium,4188311471.05,-44971248.9,1.07,False,-3,"Cost, Schedule, Quality",Technical necessity,Commercial Manager,2,5,,Low,0.0,Cost analysis in progress,13
CO00737,2,PROJ00049,CONT00034,Quantity Decrease,Quantity Decrease - Building Wing,Project Manager,2025-06-30,2025-07-01,2025-08-03,,2025-08-17,,Implemented,Low,4155517353.14,-34663112.79,0.83,False,-11,"Cost, Schedule",Client requirement,Project Manager,2,8,,Medium,0.0,Cost analysis in progress,34
CO00738,40,PROJ00623,CONT00878,Unforeseen Condition,Unforeseen Condition - Interior,Client,2024-08-21,2024-08-25,2024-09-21,,,,Approved,High,4887365961.48,24999226.99,0.51,True,49,"Cost, Schedule",Cost optimization,Technical Head,2,9,,Low,36.6,,31
CO00739,6,PROJ01555,CONT01856,Unforeseen Condition,Unforeseen Condition - MEP System,Contractor,2025-10-14,2025-10-18,,2025-10-31,,,Rejected,High,1302408643.43,74594509.28,5.73,True,85,"Cost, Schedule, Risk",Regulatory compliance,Commercial Manager,0,7,Not justified,High,0.0,Cost analysis in progress,17
CO00740,7,PROJ01257,CONT00841,Scope Addition,Scope Addition - Interior,Consultant,2025-12-09,2025-12-13,,,,,Under Review,High,4684137101.33,69442345.91,1.48,True,69,"Cost, Schedule, Scope",Unforeseen circumstances,Technical Head,5,2,,Medium,0.0,Under technical review,
CO00741,32,PROJ01430,CONT01059,Schedule Change,Schedule Change - Structure,Site Engineer,2025-07-24,2025-07-26,2025-08-04,,,,Approved,Critical,295100818.0,40168052.16,13.61,True,12,"Cost, Schedule, Risk",Schedule optimization,Project Director,3,4,,Critical,13.07,Client approval pending,11
CO00742,44,PROJ00458,CONT00697,Unforeseen Condition,Unforeseen Condition - Foundation Work,Vendor,2025-09-10,2025-09-14,2025-10-18,,2025-11-01,2025-12-26,Closed,High,597534830.91,-29119203.84,4.87,False,82,"Cost, Schedule, Resources",Client requirement,CEO,2,10,,Low,0.0,Approved with conditions,38
CO00743,18,PROJ00971,CONT00069,Client Request,Client Request - Facade,Regulatory Authority,2025-10-30,2025-11-03,2025-12-01,,2025-12-20,2026-01-09,Closed,High,419359167.13,-10583663.5,2.52,False,45,"Cost, Schedule",Site conditions,Project Director,4,4,,Low,0.0,,32
CO00744,24,PROJ01352,CONT01119,Safety Requirement,Safety Requirement - MEP System,Vendor,2025-10-30,2025-11-04,2025-11-08,,2025-11-18,,Implemented,Medium,4857240336.17,48439404.58,1.0,True,22,"Cost, Schedule",Design improvement,CEO,5,8,,Low,36.03,Urgent approval required,9
CO00745,43,PROJ00231,CONT01075,Quantity Increase,Quantity Increase - Facade,Client,2025-03-02,2025-03-06,2025-03-22,,,,Approved,High,4413884760.26,24873959.84,0.56,True,43,"Cost, Schedule",Schedule optimization,Client Representative,0,4,,Medium,48.71,Under technical review,20
CO00746,9,PROJ00300,CONT01367,Technical Issue,Technical Issue - Foundation Work,Contractor,2024-09-04,2024-09-08,2024-10-04,,,,Approved,Medium,2615584481.14,98104257.22,3.75,True,21,"Cost, Schedule",Technical necessity,Commercial Manager,0,7,,Medium,11.94,Design team reviewing,30
CO00747,39,PROJ00801,CONT00922,Quality Downgrade,Quality Downgrade - Interior,Consultant,2024-09-03,2024-09-05,2024-09-25,,2024-10-17,,Implemented,Medium,3112989300.13,-39942444.51,1.28,False,41,"Cost, Schedule, Quality, Resources",Schedule optimization,Commercial Manager,4,2,,Medium,0.0,Under technical review,22
