po_number,vendor_id,vendor_name,contract_id,item_category,item_description,quantity_ordered,quantity_delivered,unit,unit_price,total_amount,gst_rate,gst_amount,discount_pct,discount_amount,total_with_gst,final_amount,amount_paid,outstanding_amount,po_date,acknowledgment_date,expected_delivery_date,actual_delivery_date,days_to_deliver,delay_days,po_status,delivery_status,quality_rating,payment_terms,delivery_terms,incoterms,delivery_location,priority,amendment_count,compliance_status,buyer_name,approver_name,cancellation_reason,notes,delivery_completion_pct,payment_completion_pct
PO00627,VEN00104,Vendor 104,CONT00995,Safety Equipment,Safety Equipment - Grade Premium,7151,7151,Pieces,7597.14,54327173.85,12,6519260.86,0.0,0.0,60846434.71,60846434.71,60846434.71,0.0,2025-10-29,2025-11-05,2026-04-21,2026-04-14,167.0,0,Completed,Delivered,Good,Net 60 days,FOB,DDP,Distribution Center,Medium,1,Minor Issues,Site Engineer,CFO,,Awaiting quality approval,100.0,100.0
PO00628,VEN01605,Vendor 1605,CONT01010,LED Lights,LED Lights - Grade B,2897,1383,Quintal,6069.57,17583547.5,12,2110025.7,0.0,0.0,19693573.2,19693573.2,0.0,19693573.2,2024-11-08,2024-11-12,2025-03-15,,,0,Delayed,Delayed,Not Rated,Net 60 days,DDP,DAP,Site C - Bangalore,Medium,0,Pending,Site Engineer,CFO,,Vendor confirmed delivery,47.74,0.0
PO00629,VEN00895,Vendor 895,,Concrete Mixers,Concrete Mixers - Grade Standard,9774,9774,Quintal,763.26,7460068.08,12,895208.17,0.0,0.0,8355276.25,8355276.25,8355276.25,0.0,2024-10-07,2024-10-14,2024-11-09,2024-11-11,35.0,2,Completed,Delivered,Excellent,Bank Guarantee,FOB,EXW,Site A - Mumbai,High,3,Minor Issues,Purchase Manager,General Manager,,Urgent delivery required,100.0,100.0
PO00630,VEN01292,Vendor 1292,CONT01286,Copper Pipes,Copper Pipes - Grade A,9682,0,Truckloads,8984.72,86990094.48,0,0.0,9.7,8438172.98,86990094.48,78551921.5,22431339.68,56120581.82,2024-10-04,,2024-12-10,,,0,Cancelled,Cancelled,Not Rated,Progress Payment,Door Delivery,EXW,Main Office,Low,1,Pending,Site Engineer,Project Director,Vendor Request,,0.0,28.56
PO00631,VEN00284,Vendor 284,,Structural Steel,Structural Steel - Grade Premium,6909,6909,Sets,4432.91,30626986.78,0,0.0,0.0,0.0,30626986.78,30626986.78,30626986.78,0.0,2024-08-05,2024-08-12,2024-12-08,2024-11-26,113.0,0,Delivered,On Time,Good,Net 30 days,Delivered to Site,DAP,Site B - Delhi,Medium,1,Compliant,Purchase Manager,Director,,Awaiting quality approval,100.0,100.0
PO00632,VEN00188,Vendor 188,CONT01369,Aggregates,Aggregates - Grade B,845,0,Square Meter,9047.74,7645336.13,5,382266.81,0.0,0.0,8027602.93,8027602.93,0.0,8027602.93,2024-10-30,,2025-04-21,,,0,Cancelled,Cancelled,Not Rated,30-60-90 days,Ex-Factory,FOB,Site B - Delhi,Medium,1,Pending,Contracts Manager,General Manager,Project Cancelled,Awaiting quality approval,0.0,0.0
PO00633,VEN00231,Vendor 231,CONT00091,Sanitary Ware,Sanitary Ware - Grade Standard,7327,1447,Pieces,3605.02,26413993.06,18,4754518.75,0.0,0.0,31168511.81,31168511.81,0.0,31168511.81,2025-01-30,2025-02-04,2025-06-05,,,0,On Hold,On Hold,Not Rated,Against Delivery,Delivered to Site,CIF,Factory - Gujarat,Medium,0,Pending,Project Manager,Senior Manager,,Awaiting quality approval,19.75,0.0
PO00634,VEN01120,Vendor 1120,CONT00543,Lighting Fixtures,Lighting Fixtures - Grade Premium,236,236,Kg,1614.2,380950.64,12,45714.08,0.0,0.0,426664.72,426664.72,426664.72,0.0,2024-10-09,2024-10-14,2024-11-10,2024-12-10,62.0,30,Delivered,Delivered,Good,Net 90 days,Delivered to Site,DDP,Factory - Gujarat,Medium,0,Compliant,Site Engineer,Director,,,100.0,100.0
PO00635,VEN00467,Vendor 467,CONT01803,Ventilation Systems,Ventilation Systems - Grade B,1619,1619,Kg,6270.07,10151238.0,0,0.0,0.0,0.0,10151238.0,10151238.0,10151238.0,0.0,2024-10-28,2024-11-03,2024-12-02,2024-12-01,34.0,0,Delivered,On Time,Good,Cash on Delivery,DDP,DDP,Site B - Delhi,Low,4,Compliant,Purchase Manager,Director,,Amendment requested,100.0,100.0
PO00636,VEN01474,Vendor 1474,CONT00001,MCBs,MCBs - Grade B,7631,2863,Truckloads,3391.26,25878721.0,0,0.0,4.88,1263536.18,25878721.0,24615184.82,0.0,24615184.82,2025-10-02,2025-10-05,2026-02-11,,,0,Delayed,Delayed,Not Rated,Bank Guarantee,Ex-Works,DDP,Main Office,Low,0,Pending,Contracts Manager,General Manager,,Complete delivery in one lot,37.52,0.0
PO00637,VEN00058,Vendor 58,CONT00853,HVAC Units,HVAC Units - Grade A,5535,5535,Cubic Meter,3079555.6,17045340266.9,28,4772695274.73,0.0,0.0,21818035541.64,21818035541.64,15706909907.48,6111125634.16,2025-04-17,2025-04-22,2025-10-01,2025-09-16,152.0,0,Completed,Delivered,Below Average,Bank Guarantee,Door Delivery,CIF,Site C - Bangalore,Low,0,Minor Issues,Procurement Head,Director,,Awaiting quality approval,100.0,71.99
PO00638,VEN01940,Vendor 1940,CONT00865,Lighting Fixtures,Lighting Fixtures - Grade Standard,4994,490,Sets,3873.51,19344298.58,12,2321315.83,0.0,0.0,21665614.41,21665614.41,2380186.69,19285427.71,2025-02-21,2025-02-23,2025-07-30,,,0,On Hold,On Hold,Not Rated,30-60-90 days,DAP,DDP,Site A - Mumbai,Low,0,Pending,Contracts Manager,Vice President,,Amendment requested,9.81,10.99
PO00639,VEN00740,Vendor 740,CONT01903,Solar Panels,Solar Panels - Grade A,2943,2943,Ton,155487.14,457598652.47,28,128127622.69,3.66,16734988.09,585726275.16,568991287.07,568991287.07,0.0,2025-05-19,2025-05-22,2025-11-02,2025-12-09,204.0,37,Completed,Delayed,Poor,Against Delivery,Ex-Works,FOB,Site A - Mumbai,Medium,0,Compliant,Site Engineer,General Manager,,Complete delivery in one lot,100.0,100.0
PO00640,VEN01653,Vendor 1653,,Windows,Windows - Grade Standard,2201,2201,Nos,5025.28,11060650.37,0,0.0,0.0,0.0,11060650.37,11060650.37,11060650.37,0.0,2024-10-18,2024-10-22,2025-03-07,2025-03-12,145.0,5,Completed,Delivered,Excellent,"Advance 20%, Balance 80%",FCA,DAP,Distribution Center,Low,1,Minor Issues,Materials Manager,Vice President,,Complete delivery in one lot,100.0,100.0
PO00641,VEN01573,Vendor 1573,CONT00453,Marble,Marble - Grade Standard,717,717,Nos,402.48,288575.0,5,14428.75,4.69,13540.11,303003.75,289463.65,289463.65,0.0,2024-11-18,2024-11-24,2025-03-25,2025-03-23,125.0,0,Delivered,On Time,Good,"Advance 30%, Balance 70%",FCA,CIF,Site B - Delhi,Low,0,Compliant,Project Manager,Director,,Complete delivery in one lot,100.0,100.0
PO00642,VEN00371,Vendor 371,CONT01635,Elevators,Elevators - Grade Premium,2941,2941,Cubic Meter,2255645.81,6633854334.53,0,0.0,0.0,0.0,6633854334.53,6633854334.53,6633854334.53,0.0,2025-02-17,2025-02-18,2025-04-05,2025-04-02,44.0,0,Delivered,On Time,Excellent,Progress Payment,DAP,EXW,Distribution Center,High,1,Compliant,Procurement Head,Vice President,,Awaiting quality approval,100.0,100.0
PO00643,VEN00986,Vendor 986,CONT01145,Reinforcement Steel,Reinforcement Steel - Grade B,3439,1762,MT,1435.61,4937059.94,18,888670.79,8.82,435544.19,5825730.73,5390186.54,2321982.6,3068203.94,2025-04-02,2025-04-08,2025-08-24,2025-08-27,147.0,3,Partially Delivered,Partially Delivered,Not Rated,Net 45 days,Ex-Works,FOB,Project Site,Medium,0,Pending,Project Manager,CFO,,Awaiting quality approval,51.24,43.08
PO00644,VEN01775,Vendor 1775,CONT00099,Escalators,Escalators - Grade Standard,7168,7168,Square Meter,1055326.56,7564580746.92,28,2118082609.14,0.0,0.0,9682663356.06,9682663356.06,9064359337.51,618304018.55,2025-02-23,2025-03-01,2025-04-26,2025-05-22,88.0,26,Delivered,Delivered,Below Average,"Advance 30%, Balance 70%",DAP,FOB,Project Site,Low,0,Compliant,Materials Manager,CFO,,Partial delivery acceptable,100.0,93.61
PO00645,VEN01732,Vendor 1732,CONT00229,Reinforcement Steel,Reinforcement Steel - Grade B,9401,9401,Loads,4440.04,41740860.99,18,7513354.98,3.94,1645912.96,49254215.97,47608303.02,47608303.02,0.0,2025-10-12,2025-10-19,2026-03-06,2026-03-12,151.0,6,Delivered,Delivered,Good,Net 30 days,DDP,EXW,Site A - Mumbai,Medium,1,Compliant,Procurement Head,Project Director,,Urgent delivery required,100.0,100.0
PO00646,VEN01641,Vendor 1641,CONT01243,Solar Panels,Solar Panels - Grade B,15,1,Feet,149453.59,2241803.84,28,627705.08,4.13,92678.92,2869508.92,2776830.0,0.0,2776830.0,2025-05-16,2025-05-22,2025-09-06,,,0,On Hold,On Hold,Not Rated,Net 90 days,DAP,FOB,Site B - Delhi,High,3,Pending,Contracts Manager,Senior Manager,,Awaiting quality approval,6.67,0.0
PO00647,VEN00903,Vendor 903,CONT00587,Doors,Doors - Grade A,588,588,Meters,4332.23,2547348.31,28,713257.53,0.0,0.0,3260605.84,3260605.84,3260605.84,0.0,2025-04-14,2025-04-15,2025-07-20,2025-08-20,128.0,31,Completed,Delayed,Average,Bank Guarantee,DDP,DAP,Project Site,Low,1,Compliant,Contracts Manager,Senior Manager,,Quality inspection mandatory,100.0,100.0
PO00648,VEN00302,Vendor 302,CONT01967,Doors,Doors - Grade Standard,8162,1283,Units,8859.51,72311339.12,28,20247174.95,0.0,0.0,92558514.07,92558514.07,0.0,92558514.07,2024-07-29,2024-08-04,2024-10-06,,,0,Delayed,Delayed,Not Rated,30-60-90 days,Ex-Works,DAP,Site A - Mumbai,Medium,2,Pending,Purchase Manager,CFO,,Quality inspection mandatory,15.72,0.0
PO00649,VEN01766,Vendor 1766,CONT01226,Roofing Sheets,Roofing Sheets - Grade Premium,229,229,Pieces,5262.49,1205109.8,5,60255.49,0.0,0.0,1265365.29,1265365.29,1176774.1,88591.19,2024-10-03,2024-10-08,2024-12-13,2024-12-12,70.0,0,Delivered,On Time,Poor,Against Delivery,Door Delivery,DAP,Site A - Mumbai,Medium,0,Compliant,Purchase Manager,Director,,,100.0,93.0
PO00650,VEN01893,Vendor 1893,CONT00299,Structural Steel,Structural Steel - Grade A,24,24,MT,3920.8,94099.3,18,16937.87,0.0,0.0,111037.17,111037.17,111037.17,0.0,2025-11-03,2025-11-08,2026-04-15,2026-04-03,151.0,0,Delivered,On Time,Good,Against Delivery,Door Delivery,DAP,Factory - Gujarat,Medium,0,Minor Issues,Procurement Head,CFO,,Complete delivery in one lot,100.0,100.0
PO00651,VEN00127,Vendor 127,CONT00482,Waterproofing Membrane,Waterproofing Membrane - Grade C,5696,0,Truckloads,2836.0,16153853.08,28,4523078.86,0.0,0.0,20676931.94,20676931.94,4502201.75,16174730.19,2025-11-19,2025-11-26,2026-04-21,,,0,In Progress,In Transit,Not Rated,"Advance 30%, Balance 70%",DAP,DAP,Site A - Mumbai,High,2,Pending,Procurement Head,General Manager,,Amendment requested,0.0,21.77
PO00652,VEN01711,Vendor 1711,CONT01876,Tiles,Tiles - Grade A,2349,785,Sets,58.8,138110.21,0,0.0,0.0,0.0,138110.21,138110.21,0.0,138110.21,2025-10-22,2025-10-26,2026-02-13,,,0,Delayed,Delayed,Not Rated,LC at Sight,DAP,FOB,Site B - Delhi,Low,3,Pending,Materials Manager,CFO,,Partial delivery acceptable,33.42,0.0
PO00653,VEN00578,Vendor 578,,Elevators,Elevators - Grade Standard,704,258,Loads,3268289.89,2300876080.39,12,276105129.65,8.08,185949218.73,2576981210.04,2391031991.3,794643400.45,1596388590.86,2025-11-25,2025-11-30,2026-05-07,2026-05-17,173.0,10,Partially Delivered,Partially Delivered,Average,Progress Payment,Ex-Works,DAP,Distribution Center,Medium,1,Pending,Project Manager,Director,,Urgent delivery required,36.65,33.23
PO00654,VEN01082,Vendor 1082,CONT00888,Waterproofing Membrane,Waterproofing Membrane - Grade Standard,8870,8870,Loads,403.29,3577140.31,28,1001599.29,0.0,0.0,4578739.6,4578739.6,4578739.6,0.0,2025-10-24,2025-10-25,2026-02-24,2026-02-18,117.0,0,Completed,Delivered,Good,LC at Sight,FOB,EXW,Project Site,Low,0,Compliant,Purchase Manager,Project Director,,,100.0,100.0
PO00655,VEN01183,Vendor 1183,CONT01788,Tiles,Tiles - Grade Premium,11,11,Meters,402.78,4430.63,12,531.68,0.0,0.0,4962.3,4962.3,4962.3,0.0,2025-08-17,2025-08-20,2025-10-04,2025-10-04,48.0,0,Completed,Delivered,Good,Bank Guarantee,DAP,FOB,Site B - Delhi,Medium,0,Compliant,Project Manager,Vice President,,,100.0,100.0
PO00656,VEN00297,Vendor 297,CONT01247,Excavators,Excavators - Grade Standard,170,44,Cubic Meter,5171.04,879077.65,0,0.0,0.0,0.0,879077.65,879077.65,106409.85,772667.79,2024-09-05,2024-09-11,2024-12-29,,,0,On Hold,On Hold,Not Rated,"Advance 20%, Balance 80%",FCA,DDP,Site A - Mumbai,Medium,1,Pending,Materials Manager,CFO,,Vendor confirmed delivery,25.88,12.1
PO00657,VEN00892,Vendor 892,CONT00259,Cement,Cement - Grade Standard,4562,0,MT,881.61,4021890.75,18,723940.33,0.0,0.0,4745831.08,4745831.08,910590.35,3835240.73,2025-12-19,2025-12-21,2026-01-30,,,0,In Progress,Not Started,Not Rated,"Advance 30%, Balance 70%",Delivered to Site,DDP,Site C - Bangalore,Urgent,0,Pending,Materials Manager,Project Director,,,0.0,19.19
PO00658,VEN01252,Vendor 1252,CONT01477,PVC Pipes,PVC Pipes - Grade A,145,39,Square Meter,2479.67,359551.82,5,17977.59,2.58,9276.09,377529.41,368253.32,0.0,368253.32,2025-04-13,2025-04-18,2025-09-05,,,0,Delayed,Delayed,Not Rated,"Advance 30%, Balance 70%",FOB,DAP,Site A - Mumbai,Low,2,Pending,Contracts Manager,Senior Manager,,Quality inspection mandatory,26.9,0.0
PO00659,VEN00238,Vendor 238,CONT01997,Cement,Cement - Grade Standard,32,7,Bundles,1014.62,32467.79,0,0.0,3.82,1240.04,32467.79,31227.74,0.0,31227.74,2025-06-30,2025-07-07,2025-11-16,,,0,On Hold,On Hold,Not Rated,Net 30 days,Ex-Works,CIF,Site A - Mumbai,Medium,1,Pending,Project Manager,Vice President,,Urgent delivery required,21.88,0.0
PO00660,VEN01960,Vendor 1960,CONT01856,Construction Equipment,Construction Equipment - Grade A,902,529,Bags,7994.74,7211257.92,28,2019152.22,0.0,0.0,9230410.14,9230410.14,5366357.61,3864052.53,2025-05-19,2025-05-23,2025-07-24,2025-08-30,103.0,37,Partially Delivered,Delayed,Average,Net 60 days,DAP,DDP,Site C - Bangalore,Urgent,2,Pending,Contracts Manager,General Manager,,Amendment requested,58.65,58.14
PO00661,VEN00415,Vendor 415,CONT01661,Roofing Sheets,Roofing Sheets - Grade A,37,37,Nos,1621.92,60010.96,28,16803.07,0.0,0.0,76814.03,76814.03,76814.03,0.0,2025-01-31,2025-02-07,2025-03-13,2025-03-21,49.0,8,Completed,Delivered,Excellent,"Advance 20%, Balance 80%",DDP,DDP,Site C - Bangalore,Low,1,Compliant,Purchase Manager,CFO,,Urgent delivery required,100.0,100.0
PO00662,VEN00831,Vendor 831,CONT01118,Ventilation Systems,Ventilation Systems - Grade A,329,329,Nos,5083.46,1672458.42,28,468288.36,0.0,0.0,2140746.78,2140746.78,2140746.78,0.0,2025-03-06,2025-03-09,2025-08-21,2025-09-04,182.0,14,Delivered,Delivered,Good,Against Delivery,DAP,DAP,Distribution Center,Medium,1,Minor Issues,Materials Manager,General Manager,,Urgent delivery required,100.0,100.0
PO00663,VEN00806,Vendor 806,CONT01270,MCBs,MCBs - Grade C,286,0,Square Meter,5454.34,1559940.47,12,187192.86,4.6,71701.41,1747133.33,1675431.92,0.0,1675431.92,2025-12-28,2025-12-30,2026-02-04,,,0,Issued,Not Started,Not Rated,Bank Guarantee,DAP,FOB,Distribution Center,Urgent,1,Pending,Procurement Head,General Manager,,,0.0,0.0
PO00664,VEN01928,Vendor 1928,CONT01231,Scaffolding,Scaffolding - Grade A,2208,2208,Ton,6375.07,14076164.37,18,2533709.59,4.97,699246.46,16609873.95,15910627.5,15910627.5,0.0,2025-07-09,2025-07-11,2025-09-20,2025-10-09,92.0,19,Delivered,Delivered,Average,Net 45 days,Ex-Works,FOB,Project Site,Low,1,Minor Issues,Project Manager,CFO,,Urgent delivery required,100.0,100.0
PO00665,VEN00022,Vendor 22,,Air Conditioners,Air Conditioners - Grade A,263,263,Meters,6373.79,1676307.69,28,469366.15,0.0,0.0,2145673.84,2145673.84,2145673.84,0.0,2025-04-16,2025-04-20,2025-09-05,2025-08-26,132.0,0,Completed,Delivered,Poor,Bank Guarantee,CIF,DAP,Project Site,High,2,Compliant,Site Engineer,Vice President,,Vendor confirmed delivery,100.0,100.0
PO00666,VEN01319,Vendor 1319,,Glass,Glass - Grade A,701,307,MT,1273.32,892599.52,12,107111.94,0.0,0.0,999711.46,999711.46,0.0,999711.46,2025-06-12,2025-06-15,2025-12-07,,,0,Delayed,Delayed,Not Rated,LC at Sight,FOB,EXW,Site B - Delhi,Medium,4,Pending,Procurement Head,General Manager,,Partial delivery acceptable,43.79,0.0
PO00667,VEN01340,Vendor 1340,CONT01261,Lighting Fixtures,Lighting Fixtures - Grade B,677,677,Bundles,3677.33,2489549.21,0,0.0,0.0,0.0,2489549.21,2489549.21,2489549.21,0.0,2025-08-09,2025-08-16,2025-09-19,2025-11-05,88.0,47,Completed,Delayed,Good,30-60-90 days,FOB,FOB,Factory - Gujarat,High,1,Compliant,Site Engineer,General Manager,,Amendment requested,100.0,100.0
PO00668,VEN00539,Vendor 539,,Construction Equipment,Construction Equipment - Grade B,356,356,Liters,5852.43,2083463.78,12,250015.65,2.16,45088.02,2333479.43,2288391.41,1693798.73,594592.67,2025-03-17,2025-03-18,2025-07-03,2025-08-15,151.0,43,Completed,Delayed,Good,Net 60 days,FCA,DDP,Factory - Gujarat,Medium,0,Compliant,Procurement Head,Project Director,,As per contract terms,100.0,74.02
PO00669,VEN01841,Vendor 1841,CONT00586,TMT Bars,TMT Bars - Grade Premium,230,0,Cubic Meter,2738.64,629886.29,0,0.0,0.0,0.0,629886.29,629886.29,68833.33,561052.97,2025-05-27,,2025-08-21,,,0,Cancelled,Cancelled,Not Rated,Net 30 days,FOB,DAP,Main Office,Low,0,Pending,Site Engineer,Vice President,Duplicate Order,Partial delivery acceptable,0.0,10.93
PO00670,VEN00029,Vendor 29,,Structural Steel,Structural Steel - Grade A,6114,1031,MT,9581.11,58578900.11,18,10544202.02,0.0,0.0,69123102.13,69123102.13,18811212.9,50311889.24,2025-03-24,2025-03-29,2025-07-17,,,0,On Hold,On Hold,Not Rated,Progress Payment,Ex-Factory,DDP,Main Office,Low,0,Pending,Contracts Manager,Vice President,,As per contract terms,16.86,27.21
PO00671,VEN00810,Vendor 810,,Aluminum,Aluminum - Grade Premium,1034,1034,Meters,1946.73,2012921.11,12,241550.53,0.0,0.0,2254471.64,2254471.64,2029674.39,224797.25,2025-01-09,2025-01-11,2025-06-21,2025-06-09,151.0,0,Completed,Delivered,Average,Net 60 days,FOB,DAP,Warehouse - Pune,High,2,Compliant,Contracts Manager,Vice President,,As per contract terms,100.0,90.03
PO00672,VEN00203,Vendor 203,CONT01246,Cranes,Cranes - Grade B,18,18,Truckloads,6895.31,124115.67,28,34752.39,0.0,0.0,158868.06,158868.06,158868.06,0.0,2024-08-24,2024-08-30,2024-09-24,2024-09-23,30.0,0,Delivered,On Time,Good,Net 90 days,Door Delivery,DDP,Distribution Center,Medium,1,Compliant,Site Engineer,CFO,,Amendment requested,100.0,100.0
PO00673,VEN00343,Vendor 343,CONT00193,Solar Panels,Solar Panels - Grade Standard,122,122,Loads,118548.0,14462856.2,18,2603314.12,0.0,0.0,17066170.31,17066170.31,17066170.31,0.0,2025-05-30,2025-06-06,2025-07-16,2025-09-13,106.0,59,Delivered,Delayed,Good,Net 60 days,Door Delivery,DDP,Site C - Bangalore,High,3,Compliant,Procurement Head,Senior Manager,,Amendment requested,100.0,100.0
PO00674,VEN00333,Vendor 333,,Tiles,Tiles - Grade Standard,414,135,Cubic Meter,163.38,67640.52,12,8116.86,0.0,0.0,75757.39,75757.39,8576.33,67181.06,2025-07-31,2025-08-03,2025-09-14,,,0,Delayed,Delayed,Not Rated,Cash on Delivery,Ex-Works,EXW,Site A - Mumbai,Low,4,Pending,Site Engineer,Vice President,,As per contract terms,32.61,11.32
PO00675,VEN01507,Vendor 1507,CONT00027,Reinforcement Steel,Reinforcement Steel - Grade A,206,206,Cubic Meter,5030.47,1036276.31,5,51813.82,0.0,0.0,1088090.12,1088090.12,852917.17,235172.96,2025-08-26,2025-08-29,2026-01-15,2026-02-16,174.0,32,Delivered,Delayed,Average,Net 30 days,Ex-Works,EXW,Site A - Mumbai,High,0,Compliant,Project Manager,Director,,Partial delivery acceptable,100.0,78.39
PO00676,VEN01915,Vendor 1915,CONT00936,Escalators,Escalators - Grade C,399,281,Cubic Meter,3432925.76,1369737377.73,28,383526465.76,0.0,0.0,1753263843.5,1753263843.5,997898312.86,755365530.64,2025-10-26,2025-10-31,2025-11-30,2025-11-24,29.0,0,Partially Delivered,Partially Delivered,Average,"Advance 20%, Balance 80%",Delivered to Site,EXW,Site A - Mumbai,Medium,3,Pending,Contracts Manager,Vice President,,Complete delivery in one lot,70.43,56.92
PO00677,VEN00508,Vendor 508,CONT01520,Roofing Sheets,Roofing Sheets - Grade C,417,417,Kg,4256.02,1774758.53,0,0.0,0.0,0.0,1774758.53,1774758.53,1774758.53,0.0,2025-06-13,2025-06-14,2025-08-12,2025-10-07,116.0,56,Completed,Delayed,Below Average,LC at Sight,Delivered to Site,DAP,Site C - Bangalore,Low,3,Compliant,Project Manager,Director,,,100.0,100.0
PO00678,VEN01647,Vendor 1647,CONT00741,Bricks,Bricks - Grade C,898,354,Ton,3976.01,3570457.73,5,178522.89,0.0,0.0,3748980.61,3748980.61,1271659.66,2477320.96,2024-10-12,2024-10-14,2025-03-01,2025-03-14,153.0,13,Partially Delivered,Partially Delivered,Not Rated,LC at Sight,FCA,FOB,Site C - Bangalore,High,1,Pending,Project Manager,Director,,Awaiting quality approval,39.42,33.92
PO00679,VEN00276,Vendor 276,CONT01709,Structural Steel,Structural Steel - Grade A,175,33,Bundles,6767.71,1184349.38,0,0.0,0.0,0.0,1184349.38,1184349.38,259163.72,925185.65,2025-02-12,2025-02-13,2025-05-21,,,0,On Hold,On Hold,Not Rated,Net 30 days,Door Delivery,DAP,Site C - Bangalore,Low,1,Pending,Contracts Manager,Vice President,,Partial delivery acceptable,18.86,21.88
PO00680,VEN01484,Vendor 1484,CONT01681,Excavators,Excavators - Grade A,792,111,Pieces,3454.47,2735941.2,5,136797.06,7.76,212345.24,2872738.26,2660393.02,0.0,2660393.02,2025-06-15,2025-06-17,2025-12-05,,,0,Delayed,Delayed,Not Rated,Bank Guarantee,Ex-Works,DDP,Warehouse - Pune,Medium,0,Pending,Purchase Manager,Director,,Urgent delivery required,14.02,0.0
PO00681,VEN01657,Vendor 1657,CONT00159,Aggregates,Aggregates - Grade C,755,755,Nos,7805.78,5893366.91,18,1060806.04,6.51,383641.91,6954172.95,6570531.04,6570531.04,0.0,2024-12-24,2024-12-26,2025-05-22,2025-06-18,176.0,27,Delivered,Delivered,Average,LC at Sight,DAP,DDP,Main Office,Medium,0,Compliant,Project Manager,CFO,,,100.0,100.0
PO00682,VEN00783,Vendor 783,CONT00131,Ventilation Systems,Ventilation Systems - Grade B,540,0,Meters,7007.64,3784125.3,0,0.0,0.0,0.0,3784125.3,3784125.3,518701.24,3265424.07,2025-12-15,2025-12-17,2026-05-31,,,0,In Progress,Not Started,Not Rated,"Advance 20%, Balance 80%",Door Delivery,FOB,Factory - Gujarat,Medium,0,Pending,Materials Manager,CFO,,Complete delivery in one lot,0.0,13.71
PO00683,VEN01730,Vendor 1730,CONT00232,Aluminum,Aluminum - Grade A,8014,3465,Quintal,3909.58,31331366.4,12,3759763.97,0.0,0.0,35091130.37,35091130.37,14993135.74,20097994.63,2025-04-09,2025-04-12,2025-06-24,2025-08-17,130.0,54,Partially Delivered,Delayed,Not Rated,Net 90 days,DDP,CIF,Site A - Mumbai,Medium,2,Pending,Materials Manager,CFO,,Amendment requested,43.24,42.73
